Nome,Preço,Preço m/2,Distrito,Concelho,Freguesia,Tipologia,Nº Casas de Banho,Área útil m/2,Área bruta m/2,Ano construção,Certificado energético,Armário,Cozinha equipada,Garagem box,Gás canalizado,Lareira,Marquise,Suite,Varanda,Vista de cidade,Condição,Despensa,Arrecadação,Porta blindada,Video Porteiro,Empreendimento,Ar condicionado,Elevador,Estores elétricos,Fibra ótica,Pré-instalação de ar condicionado,Terraço,Área de terreno m/2,Churrasco,Árvores de fruto,Sotão,Cave,Jardim,Aquecimento central,Caldeira,Acessibilidade a pessoas com mobilidade condicionada,Box 2 carros,Detetor de gás,Painéis solares,Recuperação de calor,Vista de campo/serra,Box 1 carro,Portaria,Estacionamento,Piso radiante,Som ambiente,Aspiração central,Finalidade,Tipo de terreno,Acesso pavimentado,Asfaltado,Iluminação pública,Zona arborizada,Declive,Ruína,Alarme,Furo de água,Domótica,Casa das máquinas,Condomínio Fechado,Parque infantil,Piscina,Piscina Privada,Termoacumulador,Garagem exterior,Mobilado,Hidromassagem/jacuzzi,Quintal/horta,Ginásio,Kitchenette,Vigilância/segurança,Campo de ténis,Segurança 24 horas,Vedação,Parqueamento (1 carro),Ligação a rede de água,Ligação a rede de saneamento,Ligação a rede elétrica,Animais permitidos,Parqueamento (2 carros),Cofre,Vista de rio,Nº divisões,Tipo,Pisos,Com WC,Montra,Anexo habitacional,Detetor de incêndio,Detetor de Inundução,Vista de cidade,Área (m/2),Vista de mar,Jacuzzi,Património classificado,Adaptada a mobilidade reduzida,Com cozinha,Imóvel de banca,Vista de lago,Fossa séptica,Licensa de construção,Acesso a veículos pesados,Área administrativa,Copa,Recepção,Refeitório,Sala de reuniões,Área florestal,Hidromassagem,Percurso de água,Armazém,Vista de Serra,Adaptado a mobilidade reduzida,Terra batida,Video vigilância,Espaço frigorífico,Espaço para arrumação,Casa de banho partilhada,Poço,Sótão,Paisagem protegida
TERRENO EM CONSTRUÇÃO EM ALTURA - GUALTAR - BRAGA,580 000 ,411 ,Braga (distrito),Braga,Gualtar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Centro de Braga - Loja e escritório,92 500 ,2 313 ,Braga (distrito),Braga,"Braga (Maximinos, Sé e Cividade)",,,40 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
MORADIA T4 - NOGUEIRÓ - BRAGA,345 000 ,1 190 ,Braga (distrito),Braga,"Nogueira, Fraião e Lamaçães",,,290 m²,290 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MORADIA T4 - NOGUEIRA - BRAGA,250 000 ,694 ,Braga (distrito),Braga,"Nogueira, Fraião e Lamaçães",,,360 m²,360 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MORADIA T4 - FRAIÃO - BRAGA,320 000 ,1 067 ,Braga (distrito),Braga,"Nogueira, Fraião e Lamaçães",,,300 m²,300 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oferta da escritura. Loja em Real.,70 000 ,476 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,,147 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia T4 c/ excelentes acabamentos.,195 000 ,2 407 ,Braga (distrito),Braga,Merelim (São Pedro) e Frossos,,,81 m²,182 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradias T3 em Vilaça 5 minutos de Braga,210 000 ,805 ,Braga (distrito),Braga,Vilaça e Fradelos,,,261 m²,,,,,,True,,,,,,,,,,,True,,True,,,,,,,,,,,,,,,,,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Excelentes Apartamentos T2 NOVOS - Braga,155 630 ,1 729 ,Braga (distrito),Braga,"Braga (Maximinos, Sé e Cividade)",,,90 m²,,,,,,,True,,,,,,,,,,,,True,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moradia T4 em banda, ideal para investidores",195 000 ,1 026 ,Braga (distrito),Braga,"Merelim (São Paio), Panoias e Parada de Tibães",,,190 m²,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia banda em construção Real,260 000 ,722 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,,360 m²,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lote para moradia de gaveto com possibilidade de piscina,...",49 900 ,111 ,Braga (distrito),Braga,Merelim (São Pedro) e Frossos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia Merlim,245 000 ,778 ,Braga (distrito),Braga,Merelim (São Pedro) e Frossos,,,315 m²,,,,,,True,True,,,,,,,,,,True,,True,,,,,,,,,,,,True,,,,,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vende-se Loja - Braga Carandá,29 000 ,580 ,Braga (distrito),Braga,Braga (São José de São Lázaro e São João do Souto),,,50 m²,50 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vende-se loja remodelada bem localizada junto à MAKRO.,50 000 ,1 111 ,Braga (distrito),Braga,São Victor,,,45 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento, 2 quartos, Maximinos, Braga",92 500 ,1 128 ,Braga (distrito),Braga,"Braga (Maximinos, Sé e Cividade)",,,82 m²,82 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Não perca esta oportunidade. Rentabilidade garantida.,109 000 ,1 397 ,Braga (distrito),Braga,São Victor,,,78 m²,92 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loja em São Vítor,280 000 ,1 547 ,Braga (distrito),Braga,São Victor,,,181 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Terreno  Venda em Palmeira,Braga",50 000 ,238 ,Braga (distrito),Braga,Palmeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradias Novas em Celeiros,315 000 ,952 ,Braga (distrito),Braga,"Celeirós, Aveleda e Vimieiro",,,331 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APARTAMENTO T3 - FRAIÃO - BRAGA,209 000 ,1 282 ,Braga (distrito),Braga,"Nogueira, Fraião e Lamaçães",,,163 m²,163 m²,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APARTAMENTO T4 - FRAIÃO - BRAGA,260 000 ,1 256 ,Braga (distrito),Braga,"Nogueira, Fraião e Lamaçães",,,207 m²,207 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lote de Terreno T4 Venda em Braga (São Vicente),Braga",77 500 ,119 ,Braga (distrito),Braga,São Vicente,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Terreno  Venda em Gualtar,Braga",90 000 ,273 ,Braga (distrito),Braga,Gualtar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Terreno  Venda em Celeirós, Aveleda e Vimieiro,Braga",77 500 ,144 ,Braga (distrito),Braga,"Celeirós, Aveleda e Vimieiro",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Terreno  Venda em Real, Dume e Semelhe,Braga",99 500 ,57 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Terreno  Venda em Nogueira, Fraião e Lamaçães,Braga",91 350 ,317 ,Braga (distrito),Braga,"Nogueira, Fraião e Lamaçães",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento T2 Venda em Gualtar,Braga",149 500 ,1 480 ,Braga (distrito),Braga,Gualtar,,,101 m²,101 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MORADIA T3 - CELEIROS - BRAGA,315 000 ,924 ,Braga (distrito),Braga,"Celeirós, Aveleda e Vimieiro",,,341 m²,341 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MORADIA BANDA T3 - ESPORÕES - BRAGA,190 000 ,704 ,Braga (distrito),Braga,Esporões,,,270 m²,270 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia T3 Para Construção Distrito Braga,104 500 ,577 ,Braga (distrito),Braga,Gualtar,,,181 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia T3 Para Construção Distrito Braga,109 000 ,565 ,Braga (distrito),Braga,"Nogueira, Fraião e Lamaçães",,,193 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento T4 Venda em Braga (Maximinos, Sé e Cividade),Braga",87 500 ,625 ,Braga (distrito),Braga,"Braga (Maximinos, Sé e Cividade)",,,140 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Restaurante p/ Trespasse - Dume,53 000 ,442 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,120 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
casas v3 térrea /arq moderna/luxo/vista para o rio/qualidade /acessos,340 001 ,1 236 ,Braga (distrito),Braga,Palmeira,,,275 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOJA/CAFÉ - S. VITOR,135 000 ,1 174 ,Braga (distrito),Braga,São Victor,,,115 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia Banda T3,245 000 ,778 ,Braga (distrito),Braga,Merelim (São Pedro) e Frossos,,,315 m²,315 m²,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia gaveto T3,278 000 ,883 ,Braga (distrito),Braga,Merelim (São Pedro) e Frossos,,,315 m²,315 m²,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loja para venda Avenida da Liberdade Braga,190 000 ,1 105 ,Braga (distrito),Braga,Braga (São José de São Lázaro e São João do Souto),,,172 m²,172 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Últimos T3 em Gualtar c/ Cozinha Equipada e Ar Condicionado,202 000 ,1 374 ,Braga (distrito),Braga,Gualtar,,,147 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalé do Século XIX em Palmeira,360 000 ,1 029 ,Braga (distrito),Braga,Palmeira,,,350 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia T3 nova em Dume,215 000 ,731 ,Braga (distrito),Braga,Merelim (São Pedro) e Frossos,,,294 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento T4 Venda em Braga (São Vicente),Braga",320 000 ,1 730 ,Braga (distrito),Braga,São Vicente,,,185 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moradia T5 Venda em Nogueira, Fraião e Lamaçães,Braga",215 000 ,500 ,Braga (distrito),Braga,"Nogueira, Fraião e Lamaçães",,,430 m²,430 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"T3 DUPLEX Remodelado junto à Sé de Braga, Centro Histórico",245 000 ,2 227 ,Braga (distrito),Braga,"Braga (Maximinos, Sé e Cividade)",,,110 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quintinha para Restauro - Braga,285 000 ,157 982 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,,296 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moradia Isolada T3 Venda em Nogueiró e Tenões,Braga",355 000 ,1 168 ,Braga (distrito),Braga,Nogueiró e Tenões,,,304 m²,304 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradias individuais T4 novas em Dume,300 000 ,1 000 ,Braga (distrito),Braga,Merelim (São Pedro) e Frossos,,,300 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moradia Isolada T5 Venda em Merelim (São Pedro) e Frossos,Braga",780 000 ,1 950 ,Braga (distrito),Braga,Merelim (São Pedro) e Frossos,,,400 m²,400 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moradia Isolada T3 Venda em Braga (Maximinos, Sé e Cividade),Braga",400 000 ,1 250 ,Braga (distrito),Braga,"Braga (Maximinos, Sé e Cividade)",,,320 m²,320 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moradia Isolada  Venda em Adaúfe,Braga",210 000 ,840 ,Braga (distrito),Braga,Adaúfe,,,250 m²,250 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T2 totalmente remodelado em S. Vítor,140 000 ,1 750 ,Braga (distrito),Braga,São Victor,,,80 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia T3 renovada em S. Mamede,277 000 ,1 385 ,Braga (distrito),Braga,Este (São Pedro e São Mamede),,,200 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T2+1 em S. Vitor,110 000 ,880 ,Braga (distrito),Braga,São Victor,,,125 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradias novas em banda em Lamaçães,290 000 ,967 ,Braga (distrito),Braga,"Nogueira, Fraião e Lamaçães",,,300 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T3 novo em Gualtar,185 000 ,1 423 ,Braga (distrito),Braga,Gualtar,,,130 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T3 em Real,112 500 ,865 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,,130 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T3 em Real,240 000 ,1 371 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,,175 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andar moradia T4 no centro da cidade,220 000 ,1 222 ,Braga (distrito),Braga,Braga (São José de São Lázaro e São João do Souto),,,180 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia T4 individual em Palmeira,239 900 ,750 ,Braga (distrito),Braga,Palmeira,,,320 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moradias em banda , novas, em Palmeira",205 000 ,697 ,Braga (distrito),Braga,Palmeira,,,294 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moradia T5, Individual, De Luxo, no Vimieiro, em Braga",390 000 ,867 ,Braga (distrito),Braga,"Celeirós, Aveleda e Vimieiro",,,450 m²,450 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamentos T2 , Novos, de Luxo",150 000 ,1 250 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,,120 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento T3, Novos, de Luxo",165 000 ,1 031 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,,160 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APARTAMENTO T4 - EMPREENDIMENTO FRAIÃO,300 000 ,1 538 ,Braga (distrito),Braga,"Nogueira, Fraião e Lamaçães",,,195 m²,195 m²,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento T2 Venda em Nogueira, Fraião e Lamaçães,Braga",178 000 ,1 459 ,Braga (distrito),Braga,"Nogueira, Fraião e Lamaçães",,,122 m²,122 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Quinta  Venda em Real, Dume e Semelhe,Braga",285 000 ,1 319 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,,216 m²,1 448 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento T3 Venda em Nogueira, Fraião e Lamaçães,Braga",226 570 ,1 390 ,Braga (distrito),Braga,"Nogueira, Fraião e Lamaçães",,,163 m²,163 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moradia T4 Venda em Nogueiró e Tenões,Braga",372 500 ,1 390 ,Braga (distrito),Braga,Nogueiró e Tenões,,,268 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
