Nome,Preço,Preço m/2,Distrito,Concelho,Freguesia,Tipologia,Nº Casas de Banho,Área útil m/2,Área bruta m/2,Ano construção,Certificado energético,Armário,Cozinha equipada,Garagem box,Gás canalizado,Lareira,Marquise,Suite,Varanda,Vista de cidade,Condição,Despensa,Arrecadação,Porta blindada,Video Porteiro,Empreendimento,Ar condicionado,Elevador,Estores elétricos,Fibra ótica,Pré-instalação de ar condicionado,Terraço,Área de terreno m/2,Churrasco,Árvores de fruto,Sotão,Cave,Jardim,Aquecimento central,Caldeira,Acessibilidade a pessoas com mobilidade condicionada,Box 2 carros,Detetor de gás,Painéis solares,Recuperação de calor,Vista de campo/serra,Box 1 carro,Portaria,Estacionamento,Piso radiante,Som ambiente,Aspiração central,Finalidade,Tipo de terreno,Acesso pavimentado,Asfaltado,Iluminação pública,Zona arborizada,Declive,Ruína,Alarme,Furo de água,Domótica,Casa das máquinas,Condomínio Fechado,Parque infantil,Piscina,Piscina Privada,Termoacumulador,Garagem exterior,Mobilado,Hidromassagem/jacuzzi,Quintal/horta,Ginásio,Kitchenette,Vigilância/segurança,Campo de ténis,Segurança 24 horas,Vedação,Parqueamento (1 carro),Ligação a rede de água,Ligação a rede de saneamento,Ligação a rede elétrica,Animais permitidos,Parqueamento (2 carros),Cofre,Vista de rio,Nº divisões,Tipo,Pisos,Com WC,Montra,Anexo habitacional,Detetor de incêndio,Detetor de Inundução,Vista de cidade,Área (m/2),Vista de mar,Jacuzzi,Património classificado,Adaptada a mobilidade reduzida,Com cozinha,Imóvel de banca,Vista de lago,Fossa séptica,Licensa de construção,Acesso a veículos pesados,Área administrativa,Copa,Recepção,Refeitório,Sala de reuniões,Área florestal,Hidromassagem,Percurso de água,Armazém,Vista de Serra,Adaptado a mobilidade reduzida,Terra batida,Video vigilância,Espaço frigorífico,Espaço para arrumação,Casa de banho partilhada,Poço,Sótão,Paisagem protegida
Apartamento T3 - Tenões - Braga,210 000 ,1 500 ,Braga (distrito),Braga,Gualtar,,,140 m²,,,,,,True,,,,,,,,,,,True,,True,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T1 - Cividade - Braga,125 000 ,2 092 ,Braga (distrito),Braga,"Braga (Maximinos, Sé e Cividade)",,,"59,75 m²",,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oferta da escritura. Apartamento T3 c/ garagem box, em fa...",185 000 ,1 402 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,,132 m²,"188,30 m²",,,,,True,,,,True,True,,,,,,True,,True,True,,,,,,,,,,True,,,,,,,True,,,,True,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oferta da escritura. Apartamento T3 c/ garagem box, em fa...",197 500 ,1 496 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,,132 m²,176 m²,,,,,True,,,,True,True,,,,,,True,,True,True,,,,,,,,,,True,,,,,,,True,,,,True,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oferta da escritura. Apartamento T3 c/ garagem box, em fa...",180 000 ,1 364 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,,132 m²,178 m²,,,,,True,,,,True,True,,,,,,True,,True,True,,,,,,,,,,True,,,,,,,True,,,,True,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oferta da escritura. Apartamento T3 c/ garagem box, em fa...",165 000 ,1 250 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,,132 m²,158 m²,,,,,True,,,,True,,,,,,,True,,True,True,,,,,,,,,,True,,,,,,,True,,,,True,,,True,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T1 NOVO no centro histórico de Braga,119 000 ,2 767 ,Braga (distrito),Braga,São Vicente,,,43 m²,55 m²,,,,,,,,,,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moradia individual com piscina e elevador na Encosta do Bom Jesus, em Braga",824 900 ,3 313 ,Braga (distrito),Braga,Nogueiró e Tenões,,,249 m²,411 m²,,,,True,True,,,,,,,,,,,,,True,True,,,,,,,,,,True,,,True,,,,,True,,,True,,,,,,,,,,,,True,,,,,,True,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento T3 Como Novo em Celeirós, Braga",199 000 ,1 382 ,Braga (distrito),Braga,"Celeirós, Aveleda e Vimieiro",,,144 m²,173 m²,,,,True,True,,,,,True,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moradia T3 Gaveto como Nova, em Passos S. Julião - Braga",210 000 ,1 479 ,Braga (distrito),Braga,Cabreiros e Passos (São Julião),,,142 m²,229 m²,,,,,True,,True,,,True,,,,,,,,True,,,,,,,,,,,True,True,,,,,,,True,,,True,,,,,,,,,,,,True,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oferta da escritura. Apartamento T2, em fase de construçã...",150 000 ,1 596 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,,94 m²,100 m²,,,,,True,,,,,,,,,,,True,,True,True,,,,,,,,,,True,,,,,,,True,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oferta da escritura. Apartamento T3 c/ garagem box, a 5 m...",250 000 ,1 603 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,,156 m²,"177,50 m²",,,,,True,,,,True,True,,,,,,True,,True,True,,,,,,,,,,True,,,,,,,True,,,,True,,,True,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oferta da escritura. Apartamento T2 c/ garagem box, em fa...",162 500 ,1 548 ,Braga (distrito),Braga,Padim da Graça,,,105 m²,"115,50 m²",,,,,True,,,,True,True,,,,,,True,,True,True,,,,,,,,,,True,,,,,,,True,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moradia T6 Piscina , Ferreiros, Braga ,Gardenia Residence",420 000 ,1 721 ,Braga (distrito),Braga,Ferreiros e Gondizalves,,,244 m²,517 m²,,,,True,True,,True,,,True,,,,,,,,True,,,,,,,,,,,True,True,,,,,,,,,,True,,,,,,,,,,,,True,,,,,,True,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moradia Banda NOVA T3, na Quinta da Capela, Centro da Cidade de Braga!",290 000 ,1 602 ,Braga (distrito),Braga,Braga (São José de São Lázaro e São João do Souto),,,181 m²,240 m²,,,,True,True,,,,,True,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,True,,,,,,,,,,True,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento T3 de Cobertura, Recuado, em Fraião, Braga",289 900 ,2 899 ,Braga (distrito),Braga,"Nogueira, Fraião e Lamaçães",,,100 m²,146 m²,,,,True,True,,True,,,,,,,,,,,True,True,,,,,,,,,,,True,,,,,,,,,,,,True,,,,,,,,,,,,,,,,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moradia individual T4+1 com piscina em Maxíminos, Braga",350 000 ,1 167 ,Braga (distrito),Braga,"Braga (Maximinos, Sé e Cividade)",,,300 m²,490 m²,,,,True,True,,True,,,True,,,,,,,,True,,,,,,,,,,,True,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,,True,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moradia T4 de luxo, nova, com piscina, em Braga",795 000 ,1 815 ,Braga (distrito),Braga,Este (São Pedro e São Mamede),,,438 m²,438 m²,,,,,True,,True,,,True,,,,,,,,True,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,True,,,,,,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moradia individual T6, na encosta de Tenões, Braga",749 000 ,1 362 ,Braga (distrito),Braga,Nogueiró e Tenões,,,550 m²,550 m²,,,,True,True,,True,,,True,,,,,,,,True,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,True,,,,,,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moradia T3 Individual com piscina, em Merelim, Braga.",284 900 ,1 295 ,Braga (distrito),Braga,"Merelim (São Paio), Panoias e Parada de Tibães",,,220 m²,330 m²,,,,True,True,,True,,,True,,,,,,,,,,,,,,,,,,,True,True,,,,,,,True,,,True,,,,,,,,,,,,,,,,,,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moradia Individual T3 em Aveleda, Braga",349 000 ,1 054 ,Braga (distrito),Braga,"Celeirós, Aveleda e Vimieiro",,,331 m²,477 m²,,,,True,True,,True,,,True,,,,,,,,True,,,,,,,,,,,True,True,,,,,,,True,,,True,,True,,,,,,,,,,True,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moradia Individual T3 em Figueiredo, Braga",269 900 ,1 764 ,Braga (distrito),Braga,Figueiredo,,,153 m²,259 m²,,,,True,True,,True,,,True,,,,,,,,,,,,,,,,,,,True,True,,True,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia T6 com lote de 3000 m2 em Pousada-Braga,430 000 ,1 419 ,Braga (distrito),Braga,Crespos e Pousada,,,303 m²,433 m²,,,,True,True,,True,,,True,,,,,,,,True,,,,,,,,,,,True,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oferta da escritura. Apartamento T4 c/ garagem box, em fa...",280 000 ,1 538 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,,182 m²,241 m²,,,,,True,,,,True,True,,,,,,True,,True,True,,,,,,True,,,,True,,,True,,,,True,,,,True,,,True,,,,,,,,,,,,,True,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento T3 Venda em Braga (Maximinos, Sé e Cividade),Braga",119 000 ,1 082 ,Braga (distrito),Braga,"Braga (Maximinos, Sé e Cividade)",,,110 m²,110 m²,,,,True,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento T1 Venda em Braga (Maximinos, Sé e Cividade),Braga",93 000 ,1 860 ,Braga (distrito),Braga,"Braga (Maximinos, Sé e Cividade)",,,50 m²,65 m²,,,,,True,,True,,,,,,,,,True,,,True,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T3 S. Vicente,159 900 ,1 167 ,Braga (distrito),Braga,São Vicente,,,137 m²,157 m²,,,,True,True,True,True,,,,,,,,,True,,,True,,,,,,,,,,,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T3 Duplex,98 500 ,929 ,Braga (distrito),Braga,São Victor,,,106 m²,116 m²,,,,True,True,True,,,,True,True,,,True,,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento T3 Venda em Ferreiros e Gondizalves,Braga",138 000 ,1 150 ,Braga (distrito),Braga,Ferreiros e Gondizalves,,,120 m²,143 m²,,,,True,True,True,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T3,128 500 ,1 080 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,,119 m²,194 m²,,,,True,True,True,,,,,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T2+1 no centro de Braga,118 000 ,1 388 ,Braga (distrito),Braga,Braga (São José de São Lázaro e São João do Souto),,,85 m²,85 m²,,,,,,True,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fantástico e moderno T3,190 000 ,1 439 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,,132 m²,191 m²,,,,,True,True,,,True,True,,,True,,,,,True,True,,,,,,True,,,,,,,True,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moradia T4 Venda em Lomar e Arcos,Braga",695 000 ,2 500 ,Braga (distrito),Braga,Lomar e Arcos,,,278 m²,429 m²,,,,True,True,True,True,,,,,,True,,,,,True,,,,,,,,,,,True,,,,,,True,,,,,,,,,,,,,,,,,True,,,,,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento no Centro, com Terraço e Garagem Fechada",187 500 ,819 ,Braga (distrito),Braga,Braga (São José de São Lázaro e São João do Souto),,,229 m²,276 m²,,,,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento T3 Venda em Braga (São Vicente),Braga",139 000 ,1 252 ,Braga (distrito),Braga,São Vicente,,,111 m²,120 m²,,,,True,True,True,True,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moradia T3 Venda em Merelim (São Pedro) e Frossos,Braga",149 000 ,2 614 ,Braga (distrito),Braga,Merelim (São Pedro) e Frossos,,,57 m²,87 m²,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moradia Geminada T4 Venda em Palmeira,Braga",214 500 ,797 ,Braga (distrito),Braga,Palmeira,,,269 m²,,,,,,True,,True,,,True,,,,,,,,True,,,,,,,,,,,True,True,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moradia em Banda T3 Venda em Palmeira,Braga",210 000 ,700 ,Braga (distrito),Braga,Palmeira,,,300 m²,,,,,,True,,,,,,,,,,,,,,,,,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T3 - S. Vítor,149 000 ,1 164 ,Braga (distrito),Braga,São Victor,,,128 m²,143 m²,,,,True,True,True,,,,,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia Individual T5 em Lomar,420 000 ,1 400 ,Braga (distrito),Braga,Lomar e Arcos,,,300 m²,470 m²,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa do Paço de S. Mamede!,1 750 000 ,194 ,Braga (distrito),Braga,Este (São Pedro e São Mamede),,,536 m²,,,,,,,,,,True,,,,,,,,,True,,,,,,,,,,,True,,,,,,,True,,,,,,,,,,True,,,True,,,,,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
"Moradia Individual Térrea NOVA em Esporões, Braga!",395 000 ,1 330 ,Braga (distrito),Braga,Esporões,,,297 m²,297 m²,,,,,True,,,,,True,,,,,,,,,,,,,,,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradias T4 em construcão nas proximidades da cidade de Braga,265 000 ,1 039 ,Braga (distrito),Braga,"Celeirós, Aveleda e Vimieiro",,,255 m²,271 m²,,,True,,True,,True,,True,,,,True,True,,,,True,,,,True,True,,True,,,,True,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moradia em S. Vítor, Braga",80 000 ,1 600 ,Braga (distrito),Braga,São Victor,,,50 m²,230 m²,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T3 em Braga,290 000 ,1 921 ,Braga (distrito),Braga,"Braga (Maximinos, Sé e Cividade)",,,151 m²,203 m²,,,,True,True,,,,,True,,,,,,,,True,True,,,,,,,,,,,True,,True,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento T3 de Cobertura em S. Vitor, Braga!",174 900 ,1 345 ,Braga (distrito),Braga,São Victor,,,130 m²,144 m²,,,,True,True,,,,True,True,True,,,,,,,,True,,,,True,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento T3 com 144 m2 em Real, Braga!",134 900 ,1 143 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,,118 m²,144 m²,,,,True,,,,,True,True,True,,,,,,,True,True,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moradia Individual T3+1 c/461 m2 em Lomar, Braga!",650 000 ,2 621 ,Braga (distrito),Braga,Lomar e Arcos,,,248 m²,461 m²,,,,True,True,,,,True,True,True,,,,,,,,,,,,True,,,,,,True,True,,,,,,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
Apartamento T3 na Sé - Renovado,156 000 ,1 200 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,,130 m²,140 m²,,,,True,,True,,,True,True,True,,,,,True,,,True,,,,True,,,,,,True,True,,,,,True,True,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,True,,,,,True,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia Geminada T3+1 em Braga,275 000 ,764 ,Braga (distrito),Braga,"Celeirós, Aveleda e Vimieiro",,,360 m²,,,,,,True,,,,,,,,,,,,,True,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T2 em Gualtar como novo,130 000 ,1 477 ,Braga (distrito),Braga,Gualtar,,,88 m²,,,,,True,True,True,,,,,True,,,,,True,,,True,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moradia Banda T4 em Gualtar, Braga",240 000 ,1 121 ,Braga (distrito),Braga,Gualtar,,,214 m²,324 m²,,,,True,True,,True,,,True,,,,,,,,True,True,,,,,,,,,,True,True,,True,,,,,True,,,True,,,,,,,,,,,,True,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lote P/Construção em altura junto ao Centro de Braga em Real!,290 000 ,621 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia T4 em Gualtar Braga,199 500 ,1 056 ,Braga (distrito),Braga,Gualtar,,,189 m²,303 m²,,,,True,True,,True,,,True,,,,,,,,,,,,,,,,,,,True,True,,,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento T4 em Nogueiró, em Braga, junto ao INL",319 000 ,2 085 ,Braga (distrito),Braga,Nogueiró e Tenões,,,153 m²,212 m²,,,,True,True,,True,,,True,,,,,,,,,True,,,,,,,,,,,True,,,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T3 São José São Lázaro - Renovado,150 000 ,1 154 ,Braga (distrito),Braga,Braga (São José de São Lázaro e São João do Souto),,,130 m²,160 m²,,,,True,,True,,,True,True,True,,,,,True,,True,True,,,,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,True,,,,,True,True,,,,,True,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia Banda - Nogueira - Braga,298 000 ,1 104 ,Braga (distrito),Braga,"Nogueira, Fraião e Lamaçães",,,270 m²,,,,,,True,True,,,,,,,,,,True,,True,,,,,,,True,,,,,,,,,,,,True,,,,,,,,,,,,,,,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moradia T4 Renovada em Fraião, Braga",279 900 ,3 332 ,Braga (distrito),Braga,"Nogueira, Fraião e Lamaçães",,,84 m²,168 m²,,,,True,True,,,,,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T2 Totalmente Remodelado – S.Vitor,139 000 ,1 390 ,Braga (distrito),Braga,São Victor,,,100 m²,105 m²,,,,,True,,,,True,,,,,,,,,,True,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento T2 + 1 em Lomar/ Braga  junto á Bosch, mobilado",94 000 ,1 133 ,Braga (distrito),Braga,Lomar e Arcos,,,83 m²,83 m²,,,,True,True,True,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T0 mobilado em Braga | Ideal para rentabilizar c/ AL ou a...,134 600 ,5 384 ,Braga (distrito),Braga,Braga (São José de São Lázaro e São João do Souto),,,25 m²,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento T3 em Braga, na Urbanização Europa",149 000 ,1 007 ,Braga (distrito),Braga,Ferreiros e Gondizalves,,,148 m²,148 m²,,,,True,True,True,True,,,,,,,,,,,,True,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia Banda - Fraião - Braga,329 000 ,1 219 ,Braga (distrito),Braga,"Nogueira, Fraião e Lamaçães",,,270 m²,,,,,,True,True,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moradia Individual T4 Totalmente Renovada com Piscina, em Lomar, Braga",349 900 ,1 912 ,Braga (distrito),Braga,Lomar e Arcos,,,183 m²,248 m²,,,,True,True,,,,,True,,,,,,,,,,,,,,,,,,,True,True,,,,,,,True,,,True,,,,,,,,,,,,True,,,,,,True,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moradia T3 Mobilada e Equipada, Lomar, Braga",266 900 ,812 ,Braga (distrito),Braga,Lomar e Arcos,,,"328,56 m²","328,56 m²",,,,,True,,True,True,True,True,,,True,,,,,True,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
