Nome,Nº Quartos,Nº Casas de Banho,Nº Estacionamentos,Área Útil,Área Terreno,Certificado Energia,Finalidade,Tipo de Imóvel,Estado,Preço de Venda,Distrito,Concelho,Freguesia,Coordenadas,Referência,Infraestruturas,Tipo de modalidade,Zona,Constituição,Sistema de abastecimento de água,Caixilharia das Janelas,Climatização,Domótica,Edifício,Garagem,Vistas,Exposição Solar,Segurança
Apartamento 2 quartos,2,2,,142,,,Venda,Apartamento,Planta,250.000 €,Braga,Braga,Braga (São Vicente),"41.6,-8.7",314190103,,,"Acessos: Auto-Estrada, Bons, Comboio, Transportes Púb.; Centralidade: Centro da Cidade; Proximidade: Bancos, Bombeiros, Centros Comerciais, Clínica, Escolas, Farmácia, Ginásio, Hospital, Jardins, Jardins Infância, Padaria, Polícia, Serviços Públicos, Supermercado; ",Nº Pisos: 4; ,Companhia; ,"Aluminio, Termolacada, Vidro Duplo; Estores: Alumínio; ",Ar Condicionado: Pré-Instalação; ,,"Tipo empreendimento: Habitação; Isolamento: Acústico, Térmico; Revestimento Exterior: Cerâmica; Pavimento: Mármore; Paredes: Tijoleira; Tecto: Falso Pladur; ",,Panorâmicas; ,,
Apartamento 1 quarto,1,1,,81,,,Venda,Apartamento,Planta,140.000 €,Braga,Braga,Braga (São Vicente),"41.6,-8.7",314190102,,,"Acessos: Auto-Estrada, Bons, Comboio, Transportes Púb.; Centralidade: Centro da Cidade; Proximidade: Bancos, Bombeiros, Centros Comerciais, Clínica, Escolas, Farmácia, Ginásio, Hospital, Jardins, Jardins Infância, Padaria, Polícia, Serviços Públicos, Supermercado; ",Nº Pisos: 4; ,Companhia; ,"Aluminio, Termolacada, Vidro Duplo; Estores: Alumínio; ",Ar Condicionado: Pré-Instalação; ,,"Tipo empreendimento: Habitação; Isolamento: Acústico, Térmico; Revestimento Exterior: Cerâmica; Pavimento: Mármore; Paredes: Tijoleira; Tecto: Falso Pladur; ",,Panorâmicas; ,,
Apartamento 1 quarto,1,1,,76,,,Venda,Apartamento,Planta,170.000 €,Braga,Braga,Braga (São Vicente),"41.6,-8.7",314190101,,,"Acessos: Auto-Estrada, Bons, Comboio, Transportes Púb.; Centralidade: Centro da Cidade; Proximidade: Bancos, Bombeiros, Centros Comerciais, Clínica, Escolas, Farmácia, Ginásio, Hospital, Jardins, Jardins Infância, Padaria, Polícia, Serviços Públicos, Supermercado; ",Nº Pisos: 4; ,Companhia; ,"Aluminio, Termolacada, Vidro Duplo; Estores: Alumínio; ",Ar Condicionado: Pré-Instalação; ,,"Tipo empreendimento: Habitação; Isolamento: Acústico, Térmico; Revestimento Exterior: Cerâmica; Pavimento: Mármore; Paredes: Tijoleira; Tecto: Falso Pladur; ",,Panorâmicas; ,,
Apartamento 1 quarto,1,1,,77,,,Venda,Apartamento,Planta,165.000 €,Braga,Braga,Braga (São Vicente),"41.6,-8.7",314190100,,,"Acessos: Auto-Estrada, Bons, Transportes Púb.; Centralidade: Centro da Cidade; Proximidade: Bancos, Bombeiros, Centros Comerciais, Clínica, Escolas, Farmácia, Ginásio, Hospital, Jardins, Jardins Infância, Padaria, Polícia, Serviços Públicos, Supermercado; ",Nº Pisos: 4; ,Companhia; ,"Aluminio, Termolacada, Vidro Duplo; Estores: Alumínio; ",Ar Condicionado: Pré-Instalação; ,,"Tipo empreendimento: Habitação; Isolamento: Acústico, Térmico; Revestimento Exterior: Cerâmica; Pavimento: Mármore; Paredes: Tijoleira; Tecto: Falso Pladur; ",,Panorâmicas; ,,
Apartamento 1 quarto,1,1,,94,,,Venda,Apartamento,Planta,170.000 €,Braga,Braga,Braga (São Vicente),"41.6,-8.7",314190099,,,"Acessos: Auto-Estrada, Bons, Comboio, Transportes Púb.; Centralidade: Centro da Cidade; Proximidade: Bancos, Bombeiros, Centros Comerciais, Clínica, Escolas, Farmácia, Ginásio, Hospital, Jardins, Jardins Infância, Padaria, Polícia, Serviços Públicos, Supermercado; ",Nº Pisos: 4; ,Companhia; ,"Aluminio, Termolacada, Vidro Duplo; Estores: Alumínio; ",Ar Condicionado: Pré-Instalação; ,,"Tipo empreendimento: Habitação; Isolamento: Acústico, Térmico; Revestimento Exterior: Cerâmica; Paredes: Tijoleira; Tecto: Falso Pladur; ",,Panorâmicas; ,,
Apartamento 1 quarto,1,1,,78,,,Venda,Apartamento,Planta,160.000 €,Braga,Braga,Braga (São Vicente),"41.6,-8.7",314190098,,,"Acessos: Auto-Estrada, Bons, Comboio, Transportes Púb.; Centralidade: Centro da Cidade; Proximidade: Bancos, Bombeiros, Centros Comerciais, Clínica, Escolas, Farmácia, Ginásio, Hospital, Jardins, Jardins Infância, Padaria, Polícia, Serviços Públicos, Supermercado; ",Nº Pisos: 4; ,Companhia; ,"Aluminio, Termolacada, Vidro Duplo; Estores: Alumínio; ",Ar Condicionado: Pré-Instalação; ,,"Tipo empreendimento: Habitação; Isolamento: Acústico, Térmico; Revestimento Exterior: Cerâmica; Pavimento: Mármore; Paredes: Tijoleira; Tecto: Falso Pladur; ",,Panorâmicas; ,,
Apartamento Estúdio,0,1,,55,,,Venda,Apartamento,Planta,140.000 €,Braga,Braga,Braga (São Vicente),"41.6,-8.7",314190097,,,"Acessos: Auto-Estrada, Bons, Comboio, Transportes Púb.; Centralidade: Centro da Cidade; Proximidade: Bancos, Bombeiros, Centros Comerciais, Clínica, Escolas, Farmácia, Ginásio, Hospital, Jardins, Jardins Infância, Padaria, Polícia, Serviços Públicos, Supermercado; ",Nº Pisos: 4; ,Companhia; ,"Aluminio, Termolacada, Vidro Duplo; Estores: Alumínio; ",Ar Condicionado: Pré-Instalação; ,,"Tipo empreendimento: Habitação; Isolamento: Acústico, Térmico; Revestimento Exterior: Cerâmica; Pavimento: Mármore; Paredes: Tijoleira; Tecto: Falso Pladur; ",,Panorâmicas; ,,
Apartamento Estúdio,0,1,,56,,,Venda,Apartamento,Planta,135.000 €,Braga,Braga,Braga (São Vicente),"41.6,-8.7",314190096,,,"Acessos: Auto-Estrada, Bons, Comboio, Transportes Púb.; Centralidade: Centro da Cidade; Proximidade: Bancos, Bombeiros, Centros Comerciais, Clínica, Escolas, Farmácia, Ginásio, Hospital, Jardins, Jardins Infância, Padaria, Polícia, Serviços Públicos, Supermercado; ",Nº Pisos: 4; ,Companhia; ,"Aluminio, Termolacada, Vidro Duplo; Estores: Alumínio; ",Ar Condicionado: Pré-Instalação; ,,"Tipo empreendimento: Habitação; Isolamento: Acústico, Térmico; Revestimento Exterior: Cerâmica; Pavimento: Mármore; Paredes: Tijoleira; Tecto: Falso Pladur; ",,Panorâmicas; ,,
Apartamento Estúdio,0,1,,58,,,Venda,Apartamento,Planta,130.000 €,Braga,Braga,Braga (São Vicente),"41.6,-8.7",314190095,,,"Acessos: Auto-Estrada, Bons, Comboio, Transportes Púb.; Centralidade: Centro da Cidade; Proximidade: Bancos, Bombeiros, Centros Comerciais, Clínica, Escolas, Farmácia, Ginásio, Hospital, Jardins, Jardins Infância, Padaria, Polícia, Serviços Públicos, Supermercado; ",Nº Pisos: 4; ,Companhia; ,"Aluminio, Termolacada, Vidro Duplo; Estores: Alumínio; ",Ar Condicionado: Pré-Instalação; ,,"Tipo empreendimento: Habitação; Isolamento: Acústico, Térmico; Revestimento Exterior: Cerâmica; Pavimento: Mármore; Paredes: Tijoleira; Tecto: Falso Pladur; ",,Panorâmicas; ,,
Loja,,1,,111,111,Cert.Energ.: C,Venda,Loja,Usado,68.000 €,Braga,Braga,Braga (São Vítor),"41.6666667,-8.3166667",285190051,,,"Acessos: Bons, Transportes Púb.; Centralidade: Centro da Cidade; Proximidade: Centros Comerciais, Escolas, Farmácia, Ginásio, Hospital, Padaria, Serviços Públicos, Supermercado; ",Área (m2): 111.9; Nº Divisões: 1; Quarto de Banho: Próprio; ,,,,,,,,,
Loja,,1,,120,120,Cert.Energ.: C,Venda,Loja,Usado,73.000 €,Braga,Braga,Braga (São Vítor),"41.6666667,-8.3166667",285190050,,,"Acessos: Bons, Transportes Púb.; Centralidade: Centro da Cidade; Proximidade: Bancos, Centros Comerciais, Escolas, Farmácia, Ginásio, Hospital, Padaria, Serviços Públicos, Supermercado; ",Nº Divisões: 1; Quarto de Banho: Próprio; ,,,,,,,,,
Terreno com ruina,,,,,1400,,Venda,Terreno com ruina,N/D,150.000 €,Braga,Braga,Ferreiros e Gondizalves,"41.5308233,-8.4414286",260190078,A Efectuar; ,Residencial; ,Acessos: Alcatrão; Centralidade: Periferia Cidade; ,,,,,,,,,,
Loja,,1,,79,,Cert.Energ.: C,Venda,Loja,Novo,40.000 €,Braga,Braga,Gualtar,"41.5649218171,-8.3884906768",285190046,,,"Acessos: Bons, Transportes Púb.; Centralidade: Periferia Cidade; Proximidade: Escolas, Hospital, Jardins, Padaria, Serviços Públicos, Supermercado; ",Área (m2): 74.94; Nº Divisões: 1; Quarto de Banho: Próprio; Luz Natural: 50%; ,,,,,,,,,
Terreno Para Construção,,,,,7996,,Venda,Terreno Para Construção,N/D,155.000 €,Braga,Braga,Tebosa,"41.4829265449,-8.4834194183",260190077,A Efectuar; ,Reservado p/ Urbanização; ,Acessos: Alcatrão; Centralidade: Periferia Cidade; ,,,,,,,,,,
Moradia,,,,109,168,,Venda,Moradia,Construção,38.000 €,Braga,Braga,Crespos e Pousada,"41.603437,-8.3556093",285190045,,,"Acessos: Bons; Centralidade: Periferia Cidade; Proximidade: Escolas, Jardins Infância; ",Nº Frentes: 2; ,Companhia; ,,,,,,Campo; ,"Nascente, Poente, Sul; ",
Moradia 3 quartos,3,2,,66,152,Cert.Energ.: D,Venda,Moradia,Usado,150.000 €,Braga,Braga,Braga (São Vítor),"41.6666667,-8.3166667",285190042,,,"Acessos: Auto-Estrada, Bons; Centralidade: Centro da Cidade; Proximidade: Escolas, Ginásio, Jardins, Jardins Infância, Padaria, Supermercado; ",Nº Frentes: 3; Nº Pisos: 1; ,Companhia; ,"Aluminio, Portadas; ",,,Tipo empreendimento: Habitação; Revestimento Exterior: Monomassa; Pavimento: Tijoleira; Paredes: Pintadas; Tecto: Estucado; ,,,Poente; ,
Apartamento 3 quartos,3,2,1,163,,,Venda,Apartamento,Planta,270.000 €,Braga,Braga,"Nogueira, Fraião e Lamaçães","41.5268416,-8.4117608",314190087,,,"Acessos: Bons, Transportes Púb.; Centralidade: Periferia Cidade; Proximidade: Bancos, Centros Comerciais, Escolas, Farmácia, Ginásio, Hospital, Jardins, Jardins Infância, Padaria, Supermercado; ",Nº Pisos: 5; ,Companhia; ,"Aluminio, Termolacada, Vidro Duplo; Estores: Alumínio, Eléctricos, Térmicos; ",Painel Solar; Ar Condicionado: Completo; ,"Churrasqueira, Estores Eléctricos, Gás Canalizado, Video-Porteiro; ","Tipo empreendimento: Habitação; Isolamento: Acústico, Térmico; Revestimento Exterior: Cerâmica, Granito, Pintado; Pavimento: Granito; Paredes: Granito; Tecto: Falso Pladur; Equipamento: Gás Canalizado, Video-Porteiro; ","Luz, Portão Automático; Local: Cave; ",Panorâmicas; ,,
Apartamento 3 quartos,3,2,1,163,,,Venda,Apartamento,Planta,260.000 €,Braga,Braga,"Nogueira, Fraião e Lamaçães","41.5268416,-8.4117608",314190084,,,"Acessos: Bons, Transportes Púb.; Centralidade: Periferia Cidade; Proximidade: Bancos, Centros Comerciais, Escolas, Farmácia, Ginásio, Hospital, Jardins, Jardins Infância, Padaria, Supermercado; ",Nº Pisos: 5; ,Companhia; ,"Aluminio, Termolacada, Vidro Duplo; Estores: Alumínio, Eléctricos, Térmicos; ",Painel Solar; Ar Condicionado: Completo; ,"Churrasqueira, Estores Eléctricos, Gás Canalizado, Video-Porteiro; ","Tipo empreendimento: Habitação; Isolamento: Acústico, Térmico; Revestimento Exterior: Cerâmica, Granito, Pintado; Pavimento: Granito; Paredes: Granito; Tecto: Falso Pladur; Equipamento: Gás Canalizado, Video-Porteiro; ","Luz, Portão Automático; Local: Cave; ",Panorâmicas; ,,
Apartamento 3 quartos,3,2,1,163,,,Venda,Apartamento,Planta,246.130 €,Braga,Braga,"Nogueira, Fraião e Lamaçães","41.5268416,-8.4117608",314190081,,,"Acessos: Bons, Transportes Púb.; Centralidade: Periferia Cidade; Proximidade: Bancos, Centros Comerciais, Escolas, Farmácia, Ginásio, Hospital, Jardins, Jardins Infância, Padaria, Supermercado; ",Nº Pisos: 5; ,Companhia; ,"Aluminio, Termolacada, Vidro Duplo; Estores: Alumínio, Eléctricos, Térmicos; ",Painel Solar; Ar Condicionado: Completo; ,"Churrasqueira, Estores Eléctricos, Gás Canalizado, Video-Porteiro; ","Tipo empreendimento: Habitação; Isolamento: Acústico, Térmico; Revestimento Exterior: Cerâmica, Granito, Pintado; Pavimento: Granito; Paredes: Granito; Tecto: Falso Pladur; Equipamento: Gás Canalizado, Video-Porteiro; ","Luz, Portão Automático; Local: Cave; ",Panorâmicas; ,,
Apartamento 3 quartos,3,2,1,170,,,Venda,Apartamento,Planta,269.000 €,Braga,Braga,"Nogueira, Fraião e Lamaçães","41.5268416,-8.4117608",314190080,,,"Acessos: Bons, Transportes Púb.; Centralidade: Periferia Cidade; Proximidade: Bancos, Centros Comerciais, Escolas, Farmácia, Ginásio, Hospital, Jardins, Jardins Infância, Padaria, Supermercado; ",Nº Pisos: 5; ,Companhia; ,"Aluminio, Termolacada, Vidro Duplo; Estores: Alumínio, Eléctricos, Térmicos; ",Painel Solar; Ar Condicionado: Completo; ,"Churrasqueira, Estores Eléctricos, Gás Canalizado, Video-Porteiro; ","Tipo empreendimento: Habitação; Isolamento: Acústico, Térmico; Revestimento Exterior: Cerâmica, Granito, Pintado; Pavimento: Granito; Paredes: Granito; Tecto: Falso Pladur; Equipamento: Gás Canalizado, Video-Porteiro; ","Luz, Portão Automático; Local: Cave; ",Panorâmicas; ,,
Apartamento 3 quartos,3,2,1,163,,,Venda,Apartamento,Planta,236.350 €,Braga,Braga,"Nogueira, Fraião e Lamaçães","41.5268416,-8.4117608",314190079,,,"Acessos: Bons, Transportes Púb.; Centralidade: Periferia Cidade; Proximidade: Bancos, Centros Comerciais, Escolas, Farmácia, Ginásio, Hospital, Jardins, Jardins Infância, Padaria, Supermercado; ",Nº Pisos: 5; ,Companhia; ,"Aluminio, Termolacada, Vidro Duplo; Estores: Alumínio, Eléctricos, Térmicos; ",Painel Solar; Ar Condicionado: Completo; ,"Churrasqueira, Estores Eléctricos, Gás Canalizado, Video-Porteiro; ","Tipo empreendimento: Habitação; Isolamento: Acústico, Térmico; Revestimento Exterior: Cerâmica, Granito, Pintado; Pavimento: Granito; Paredes: Granito; Tecto: Falso Pladur; Equipamento: Gás Canalizado, Video-Porteiro; ","Luz, Portão Automático; Local: Cave; ",Panorâmicas; ,,
Apartamento 3 quartos,3,2,1,170,,,Venda,Apartamento,Planta,244.800 €,Braga,Braga,"Nogueira, Fraião e Lamaçães","41.5268416,-8.4117608",314190078,,,,Nº Pisos: 5; ,,"Aluminio, Termolacada, Vidro Duplo; Estores: Alumínio, Eléctricos, Térmicos; ",Painel Solar; Ar Condicionado: Completo; ,,,"Luz, Portão Automático; Local: Cave; ",,,
Apartamento 3 quartos,3,2,1,170,,,Venda,Apartamento,Planta,273.000 €,Braga,Braga,"Nogueira, Fraião e Lamaçães","41.5268416,-8.4117608",314190077,,,"Acessos: Bons, Transportes Púb.; Centralidade: Periferia Cidade; Proximidade: Bancos, Centros Comerciais, Clínica, Escolas, Farmácia, Ginásio, Hospital, Jardins, Jardins Infância, Padaria, Supermercado; ",Nº Pisos: 5; ,Companhia; ,"Aluminio, Termolacada, Vidro Duplo; Estores: Alumínio, Eléctricos, Térmicos; ",Painel Solar; Ar Condicionado: Completo; ,"Churrasqueira, Estores Eléctricos, Gás Canalizado, Video-Porteiro; ","Tipo empreendimento: Habitação; Isolamento: Acústico, Térmico; Revestimento Exterior: Cerâmica, Granito, Pintado; Pavimento: Granito; Paredes: Granito; Tecto: Falso Pladur; Equipamento: Gás Canalizado, Video-Porteiro; ","Luz, Portão Automático; Local: Cave; ",Panorâmicas; ,,
Apartamento 3 quartos,3,2,1,163,,,Venda,Apartamento,Planta,241.240 €,Braga,Braga,"Nogueira, Fraião e Lamaçães","41.5268416,-8.4117608",314190075,,,"Acessos: Bons, Transportes Púb.; Centralidade: Periferia Cidade; Proximidade: Bancos, Centros Comerciais, Clínica, Escolas, Farmácia, Ginásio, Hospital, Jardins, Jardins Infância, Padaria, Supermercado; ",Nº Pisos: 5; ,Companhia; ,"Aluminio, Termolacada, Vidro Duplo; Estores: Alumínio, Eléctricos, Térmicos; ",Painel Solar; Ar Condicionado: Completo; ,"Churrasqueira, Estores Eléctricos, Gás Canalizado, Video-Porteiro; ","Tipo empreendimento: Habitação; Isolamento: Acústico, Térmico; Revestimento Exterior: Cerâmica, Granito, Pintado; Pavimento: Granito; Paredes: Granito; Tecto: Falso Pladur; Equipamento: Gás Canalizado, Video-Porteiro; ","Luz, Portão Automático; Local: Cave; ",Panorâmicas; ,,
Apartamento 3 quartos,3,2,1,170,,,Venda,Apartamento,Planta,248.200 €,Braga,Braga,"Nogueira, Fraião e Lamaçães","41.5268416,-8.4117608",314190074,,,"Acessos: Bons, Transportes Púb.; Centralidade: Periferia Cidade; Proximidade: Bancos, Centros Comerciais, Clínica, Escolas, Farmácia, Ginásio, Hospital, Jardins, Jardins Infância, Padaria, Supermercado; ",Nº Pisos: 5; ,Companhia; ,"Aluminio, Termolacada, Vidro Duplo; Estores: Alumínio, Eléctricos, Térmicos; ",Painel Solar; Ar Condicionado: Completo; ,"Churrasqueira, Estores Eléctricos, Gás Canalizado, Video-Porteiro; ","Tipo empreendimento: Habitação; Isolamento: Acústico, Térmico; Revestimento Exterior: Cerâmica, Granito, Pintado; Pavimento: Granito; Paredes: Granito; Tecto: Falso Pladur; Equipamento: Gás Canalizado, Video-Porteiro; ","Luz, Portão Automático; Local: Cave; ",Panorâmicas; ,,
Apartamento 3 quartos,3,2,1,170,,,Venda,Apartamento,Planta,268.000 €,Braga,Braga,"Nogueira, Fraião e Lamaçães","41.5268416,-8.4117608",314190073,,,"Acessos: Bons, Transportes Púb.; Centralidade: Periferia Cidade; Proximidade: Bancos, Centros Comerciais, Clínica, Escolas, Farmácia, Ginásio, Hospital, Jardins, Jardins Infância, Padaria, Supermercado; ",Nº Pisos: 5; ,Companhia; ,"Aluminio, Termolacada, Vidro Duplo; Estores: Alumínio, Eléctricos, Térmicos; ",Painel Solar; Ar Condicionado: Completo; ,"Churrasqueira, Estores Eléctricos, Gás Canalizado, Video-Porteiro; ","Tipo empreendimento: Habitação; Revestimento Exterior: Cerâmica, Granito, Pintado; Pavimento: Granito; Paredes: Granito; Tecto: Falso Pladur; Equipamento: Gás Canalizado, Video-Porteiro; ","Luz, Portão Automático; Local: Cave; ",Panorâmicas; ,,
Apartamento 3 quartos,3,2,1,170,,,Venda,Apartamento,Planta,253.000 €,Braga,Braga,"Nogueira, Fraião e Lamaçães","41.5268416,-8.4117608",314190071,,,"Acessos: Bons, Transportes Púb.; Centralidade: Periferia Cidade; Proximidade: Bancos, Centros Comerciais, Clínica, Escolas, Farmácia, Ginásio, Hospital, Jardins, Jardins Infância, Padaria, Supermercado; ",Nº Pisos: 5; ,,"Aluminio, Termolacada, Vidro Duplo; Estores: Alumínio, Eléctricos, Térmicos; ",Painel Solar; Ar Condicionado: Completo; ,"Churrasqueira, Estores Eléctricos, Gás Canalizado, Video-Porteiro; ","Tipo empreendimento: Habitação; Isolamento: Acústico, Térmico; Revestimento Exterior: Cerâmica, Granito, Pintado; Pavimento: Granito; Paredes: Granito; Tecto: Falso Pladur; Equipamento: Gás Canalizado, Video-Porteiro; ","Luz, Portão Automático; ",Panorâmicas; ,,
Apartamento 2 quartos,2,2,1,122,,,Venda,Apartamento,Planta,178.000 €,Braga,Braga,"Nogueira, Fraião e Lamaçães","41.5268416,-8.4117608",314190070,,,"Acessos: Bons, Transportes Púb.; Centralidade: Periferia Cidade; Proximidade: Bancos, Centros Comerciais, Clínica, Escolas, Farmácia, Ginásio, Hospital, Jardins, Jardins Infância, Padaria, Supermercado; ",Nº Pisos: 5; ,Companhia; ,"Aluminio, Termolacada, Vidro Duplo; Estores: Alumínio, Eléctricos, Térmicos; ",Painel Solar; Ar Condicionado: Completo; ,"Churrasqueira, Estores Eléctricos, Gás Canalizado, Video-Porteiro; ","Tipo empreendimento: Habitação; Isolamento: Acústico, Térmico; Revestimento Exterior: Cerâmica, Pintado; Pavimento: Granito; Paredes: Granito; Tecto: Falso Pladur; Equipamento: Gás Canalizado, Video-Porteiro; ","Luz, Portão Automático; ",Panorâmicas; ,,
Apartamento 3 quartos,3,2,1,163,,,Venda,Apartamento,Planta,226.570 €,Braga,Braga,"Nogueira, Fraião e Lamaçães","41.5268416,-8.4117608",314190069,,,"Acessos: Bons, Transportes Púb.; Centralidade: Periferia Cidade; Proximidade: Bancos, Centros Comerciais, Clínica, Escolas, Farmácia, Ginásio, Hospital, Jardins, Jardins Infância, Padaria, Supermercado; ",Nº Pisos: 5; ,Companhia; ,"Aluminio, Termolacada, Vidro Duplo; Estores: Alumínio, Eléctricos, Térmicos; ",Painel Solar; Ar Condicionado: Completo; ,"Churrasqueira, Estores Eléctricos, Gás Canalizado, Video-Porteiro; ","Tipo empreendimento: Habitação; Isolamento: Acústico, Térmico; Revestimento Exterior: Cerâmica, Granito, Pintado; Pavimento: Granito; Paredes: Granito; Tecto: Falso Pladur; Equipamento: Gás Canalizado, Video-Porteiro; ","Luz, Portão Automático; ",Panorâmicas; ,,
Apartamento 3 quartos,3,2,1,170,,,Venda,Apartamento,Planta,238.000 €,Braga,Braga,"Nogueira, Fraião e Lamaçães","41.5268416,-8.4117608",314190068,,,"Acessos: Bons, Transportes Púb.; Centralidade: Periferia Cidade; Proximidade: Bancos, Centros Comerciais, Clínica, Escolas, Farmácia, Ginásio, Hospital, Jardins, Jardins Infância, Padaria, Supermercado; ","Cave, Nº Pisos: 5; ",Companhia; ,"Aluminio, Termolacada, Vidro Duplo; Estores: Alumínio, Eléctricos, Térmicos; ",Painel Solar; Ar Condicionado: Completo; ,"Churrasqueira, Estores Eléctricos, Gás Canalizado, Video-Porteiro; ","Tipo empreendimento: Habitação; Isolamento: Acústico, Térmico; Revestimento Exterior: Cerâmica, Granito, Pintado; Pavimento: Granito; Paredes: Granito; Tecto: Falso Pladur; Equipamento: Gás Canalizado, Video-Porteiro; ","Luz, Portão Automático; Local: Cave; ",Panorâmicas; ,,
Loja,,1,,86,86,Cert.Energ.: C,Venda,Loja,Usado,43.000 €,Braga,Braga,Gualtar,"41.5649218171,-8.3884906768",285190040,,,"Acessos: Bons; Centralidade: Centro da Cidade; Proximidade: Escolas, Hospital, Padaria; ",Área (m2): 86.92; Quarto de Banho: Próprio; ,,,,,,,,,
Lote,,,,187,437,,Venda,Lote,N/D,44.000 €,Braga,Braga,Mire de Tibães,"41.5665272697,-8.4793853759",260190068,Concluídas; ,"Reservado p/ Urbanização, Residencial; ",Acessos: Alcatrão; Centralidade: Periferia Cidade; ,,,,,,,,,,
Lote,,,,281,183,,Venda,Lote,N/D,37.500 €,Braga,Braga,Este (São Pedro e São Mamede),"41.5627251,-8.3694493",285190038,A Efectuar; ,Residencial; ,Acessos: Alcatrão; Centralidade: Periferia Cidade; ,,,,,,,,,,
Lote,,,,281,183,,Venda,Lote,N/D,37.500 €,Braga,Braga,Este (São Pedro e São Mamede),"41.5627251,-8.3694493",285190037,A Efectuar; ,Residencial; ,Acessos: Alcatrão; Centralidade: Periferia Cidade; ,,,,,,,,,,
Apartamento 3 quartos,3,2,,110,,Cert.Energ.: D,Venda,Apartamento,Usado,88.000 €,Braga,Braga,"Braga (Maximinos, Sé e Cividade)","41.5429275,-8.4376151",260190064,,,"Acessos: Bons, Transportes Púb.; Centralidade: Centro da Cidade; Proximidade: Bancos, Bombeiros, Centros Comerciais, Clínica, Escolas, Farmácia, Ginásio, Hospital, Jardins, Jardins Infância, Padaria, Polícia, Serviços Públicos, Supermercado; ",Nº Frentes: 2; ,Companhia; ,Aluminio; ,,,"Tipo empreendimento: Habitação; Isolamento: Acústico, Térmico; Revestimento Exterior: Pintado; Pavimento: Pedra Natural; Paredes: Tijoleira; Tecto: Estucado; Equipamento: Gás Canalizado; ",,Panorâmicas; ,"Norte, Sul; ",
Apartamento 3 quartos,3,2,2,150,,Cert.Energ.: A+,Venda,Apartamento,Construção,207.500 €,Braga,Braga,"Real, Dume e Semelhe","41.5581653,-8.4448032",314190065,,,"Acessos: Comboio, Transportes Púb.; Centralidade: Centro da Cidade; Proximidade: Bancos, Bombeiros, Centros Comerciais, Clínica, Escolas, Farmácia, Ginásio, Jardins, Jardins Infância, Padaria, Serviços Públicos, Supermercado; ",Nº Pisos: 6; ,Companhia; ,"Aluminio, Vidro Duplo; Estores: Eléctricos, Térmicos; ",Painel Solar; Ar Condicionado: Completo; ,"Churrasqueira, Estores Eléctricos, Video-Porteiro; Alarme: Pré-Instalação; Aspiração Central: Pré-Instalação; ","Tipo empreendimento: Habitação; Isolamento: Acústico, Térmico; Equipamento: Video-Porteiro; ","Luz, Portão Automático; Local: Cave; ",Panorâmicas; ,"Norte, Sul; ",
Apartamento 3 quartos,3,2,2,150,,Cert.Energ.: A+,Venda,Apartamento,Construção,207.500 €,Braga,Braga,"Real, Dume e Semelhe","41.5581653,-8.4448032",314190063,,,"Acessos: Comboio, Transportes Púb.; Centralidade: Centro da Cidade; Proximidade: Bancos, Bombeiros, Centros Comerciais, Clínica, Escolas, Farmácia, Ginásio, Jardins, Jardins Infância, Padaria, Serviços Públicos, Supermercado; ",Nº Pisos: 6; ,Companhia; ,"Aluminio, Vidro Duplo; Estores: Eléctricos, Térmicos; ",Painel Solar; Ar Condicionado: Completo; ,"Churrasqueira, Estores Eléctricos, Video-Porteiro; Alarme: Pré-Instalação; Aspiração Central: Pré-Instalação; ","Tipo empreendimento: Habitação; Isolamento: Acústico, Térmico; Equipamento: Video-Porteiro; ","Luz, Portão Automático; Local: Cave; ",Panorâmicas; ,"Norte, Sul; ",
Apartamento 3 quartos,3,2,2,150,,Cert.Energ.: A+,Venda,Apartamento,Construção,197.500 €,Braga,Braga,"Real, Dume e Semelhe","41.5581653,-8.4448032",314190055,,,"Acessos: Comboio, Transportes Púb.; Centralidade: Centro da Cidade; Proximidade: Bancos, Bombeiros, Centros Comerciais, Clínica, Escolas, Farmácia, Ginásio, Jardins, Jardins Infância, Padaria, Serviços Públicos, Supermercado; ",Nº Pisos: 6; ,Companhia; ,"Aluminio, Vidro Duplo; Estores: Eléctricos, Térmicos; ",Painel Solar; Ar Condicionado: Completo; ,"Churrasqueira, Estores Eléctricos, Video-Porteiro; Alarme: Pré-Instalação; Aspiração Central: Pré-Instalação; ","Tipo empreendimento: Habitação; Isolamento: Acústico, Térmico; Equipamento: Video-Porteiro; ","Luz, Portão Automático; Local: Cave; ",Panorâmicas; ,"Norte, Sul; ",
