Nome,Nº Quartos,Nº Casas de Banho,Nº Estacionamentos,Área Útil,Área Terreno,Certificado Energia,Finalidade,Tipo de Imóvel,Estado,Preço de Venda,Distrito,Concelho,Freguesia,Coordenadas,Referência,Infraestruturas,Tipo de modalidade,Zona,Constituição,Sistema de abastecimento de água,Caixilharia das Janelas,Climatização,Domótica,Edifício,Garagem,Vistas,Exposição Solar,Segurança
Moradia em Banda 4 quartos,4,3,3,154,,Cert.Energ.: B-,Venda,Moradia em Banda,Usado,184.000 €,Braga,Braga,Merelim (São Pedro) e Frossos,"41.5808788,-8.4536477",260160441,,,"Acessos: Bons; Centralidade: Periferia Cidade; Proximidade: Bancos, Escolas, Farmácia, Padaria, Supermercado; ",Nº Frentes: 2; Nº Pisos: 3; ,,,,,,"Área (m2): 26, Portão Automático; ",,,
Loja,,1,,40,,Cert.Energ.: C,"Venda, Arrendamento",Loja,Usado,16.000 €,Braga,Braga,"Braga (Maximinos, Sé e Cividade)","41.5429275,-8.4376151",260160438,,,"Acessos: Auto-Estrada, Bons, Comboio, Transportes Púb.; Centralidade: Centro da Cidade; Proximidade: Bancos, Bombeiros, Centros Comerciais, Clínica, Escolas, Farmácia, Ginásio, Hospital, Jardins, Jardins Infância, Padaria, Polícia, Serviços Públicos, Supermercado; ",Área (m2): 40; Área (m2): 40; Nº Divisões: 1; Nº Escritórios: 1; Quarto de Banho: Próprio; Luz Natural: <50%; ,,,,,,,,,
Moradia 5 quartos,5,5,4,222,500,Cert.Energ.: D,Venda,Moradia,Usado,198.900 €,Braga,Braga,Ferreiros e Gondizalves,"41.5308233,-8.4414286",260160407,,,"Acessos: Bons; Centralidade: Periferia Cidade; Proximidade: Bancos, Clínica, Escolas, Farmácia, Jardins, Jardins Infância, Padaria, Serviços Públicos, Supermercado; ","Cave, Nº Pisos: 3; ",Companhia; ,,,"Estores Eléctricos, Gás Canalizado; ",Tipo empreendimento: Habitação; Revestimento Exterior: Pintado; ,Área (m2): 50; ,Serra; ,,
Apartamento 3 quartos,3,3,2,167,,,Venda,Apartamento,Novo,215.000 €,Braga,Braga,Braga (São Vítor),"41.6666667,-8.3166667",285160174,,,"Acessos: Auto-Estrada, Transportes Púb.; Centralidade: Centro da Cidade; Proximidade: Bancos, Bombeiros, Centros Comerciais, Clínica, Escolas, Farmácia, Ginásio, Hospital, Jardins, Padaria, Polícia, Serviços Públicos, Supermercado; ",Nº Frentes: 2; Nº Pisos: 1; ,Companhia; ,"Aluminio, PVC, Vidro Duplo; Estores: Eléctricos; ",Aquecimento Central: Completo; ,"Escritório, Estores Eléctricos, Gás Canalizado; Alarme: CCTV, Completo, Segurança Activa; Música Ambiente: Completo; Aspiração Central: Completo; ","Tipo empreendimento: Habitação, Lojas; Isolamento: Acústico, Térmico; Revestimento Exterior: Mármore, Pedra Natural, Tijolinho; Hall de Entrada: Iluminação Aut.; Pavimento: Mármore; Paredes: Madeira; Tecto: Falso Pladur; Equipamento: Gás Canalizado, Som Ambiente, TV Cabo, Video-Porteiro; ","Eletricidade, Portão Automático; Local: Cave, Exterior; ",Panorâmicas; ,"Nascente, Poente; ",
Lote Industrial,,,,,20359,,Venda,Lote Industrial,N/D,640.000 €,Braga,Braga,Braga (São Vítor),"41.6666667,-8.3166667",285160166,,Industrial; ,,,,,,,,,,,
Terreno,,,,,10000,,Venda,Terreno,N/D,35.000 €,Braga,Braga,"Real, Dume e Semelhe","41.5581653,-8.4448032",260160362,A Efectuar; ,Florestal; ,Acessos: Terra Batida; Centralidade: Periferia Cidade; ,,,,,,,,,,
Terreno,,,,,20000,,Venda,Terreno,N/D,50.000 €,Braga,Braga,"Real, Dume e Semelhe","41.5581653,-8.4448032",260160361,,Florestal; ,Acessos: Terra Batida; Centralidade: Periferia Cidade; ,,,,,,,,,,
Armazém,,,,902,,,Venda,Armazém,Usado,330.000 €,Braga,Braga,"Braga (Maximinos, Sé e Cividade)","41.5429275,-8.4376151",260160350,,,"Acessos: Transportes Púb.; Centralidade: Centro da Cidade; Proximidade: Farmácia, Jardins, Padaria, Serviços Públicos; ",Nº Divisões: 1; ,,,,,,,,,Alarme: Completo; 
Terreno Para Construção,,,,,2000,,Venda,Terreno Para Construção,N/D,90.000 €,Braga,Braga,"Merelim (São Paio), Panoias e Parada de Tibães","41.5858325,-8.460306",260160342,,Residencial; ,Acessos: Calçada; Centralidade: Periferia Cidade; ,,,,,,,,,,
Terreno Misto,,,,,20845,,Venda,Terreno Misto,N/D,265.000 €,Braga,Braga,"Merelim (São Paio), Panoias e Parada de Tibães","41.5858325,-8.460306",260160341,A Efectuar; ,"Agrícola, Residencial; ",Acessos: Calçada; Centralidade: Periferia Cidade; ,,,,,,,,,,
Lote,,,,,168,,Venda,Lote,N/D,35.000 €,Braga,Braga,"Merelim (São Paio), Panoias e Parada de Tibães","41.5858325,-8.460306",260160337,Concluídas; ,,Acessos: Alcatrão; Centralidade: Periferia Cidade; ,,,,,,,,,,
Lote,,,,,168,,Venda,Lote,N/D,35.000 €,Braga,Braga,"Merelim (São Paio), Panoias e Parada de Tibães","41.5858325,-8.460306",260160336,Concluídas; ,,Acessos: Alcatrão; Centralidade: Periferia Cidade; ,,,,,,,,,,
Terreno,,,,,2000,,Venda,Terreno,N/D,60.000 €,Braga,Braga,"Celeirós, Aveleda e Vimieiro","41.5147438,-8.4554906",260160328,,,Acessos: Calçada; Centralidade: Periferia Cidade; ,,,,,,,,,,
Apartamento 3 quartos,3,,1,,,,Venda,Apartamento,Novo,135.000 €,Braga,Braga,"Celeirós, Aveleda e Vimieiro","41.5147438,-8.4554906",260160238,,,,,,,,,,,,,
Apartamento 3 quartos,3,2,1,124,,Cert.Energ.: D,Venda,Apartamento,Usado,120.000 €,Braga,Braga,"Braga (Maximinos, Sé e Cividade)","41.5429275,-8.4376151",260160204,,,"Acessos: Auto-Estrada, Bons, Comboio, Transportes Púb.; Centralidade: Periferia Cidade; Proximidade: Bancos, Bombeiros, Centros Comerciais, Escolas, Farmácia, Ginásio, Jardins, Padaria, Serviços Públicos, Supermercado; ",Nº Frentes: 2; ,Companhia; ,"Dupla, Vidro Duplo; Estores: Alumínio; ",,"Gás Canalizado, Video-Porteiro; ",Tipo empreendimento: Habitação; ,"Área (m2): 24, Eletricidade, Luz; Local: Cave; ",Panorâmicas; ,"Nascente, Poente; ",
Lote,,,,,1994,,Venda,Lote,N/D,75.000 €,Braga,Braga,"Celeirós, Aveleda e Vimieiro","41.5147438,-8.4554906",260160191,,,,,,,,,,,,,
Lote,,,,,,,Venda,Lote,N/D,52.000 €,Braga,Braga,Gualtar,"41.5649218171,-8.3884906768",285160127,A Efectuar; ,,"Acessos: Alcatrão; Centralidade: Periferia Cidade, Rural; ",,,,,,,,,,
Loja,,1,,91,,,Venda,Loja,Usado,106.500 €,Braga,Braga,Braga (São Vítor),"41.6666667,-8.3166667",285160126,,,"Acessos: Bons, Transportes Púb.; Centralidade: Centro da Cidade; Proximidade: Bancos, Centros Comerciais, Escolas, Hospital, Serviços Públicos; ","Área (m2): 91; Quarto de Banho: Próprio; Ar Condicionado: Completo, Splits; Splits: Nº Splits: 4; ",,,,,,,,,
Moradia 4 quartos,4,3,4,,1112,Cert.Energ.: E,Venda,Moradia,Usado,150.000 €,Braga,Braga,Sequeira,"41.5338323935,-8.4712314605",260160179,,,Acessos: Transportes Púb.; Centralidade: Periferia Cidade; ,,,,,,,,,,
Loteamento,,,,,,,Venda,Loteamento,N/D,54.500 €,Braga,Braga,Este (São Pedro e São Mamede),"41.5627251,-8.3694493",285160120,,,,,,,,,,,,,
Loteamento,,,,,,,Venda,Loteamento,N/D,58.000 €,Braga,Braga,Este (São Pedro e São Mamede),"41.5627251,-8.3694493",285160119,,,,,,,,,,,,,
Loteamento,,,,,,,Venda,Loteamento,N/D,64.395 €,Braga,Braga,Este (São Pedro e São Mamede),"41.5627251,-8.3694493",285160118,,,,,,,,,,,,,
Loteamento,,,,,,,Venda,Loteamento,N/D,52.500 €,Braga,Braga,Este (São Pedro e São Mamede),"41.5627251,-8.3694493",285160117,,,,,,,,,,,,,
Moradia Geminada 3 quartos,3,4,4,261,421,,Venda,Moradia Geminada,Construção,330.000 €,Braga,Braga,Este (São Pedro e São Mamede),"41.5627251,-8.3694493",285160114,,,,,,,,,,,,,
Loja,,2,,200,,Cert.Energ.: B-,Venda,Loja,Usado,240.000 €,Braga,Braga,Braga (São Vítor),"41.6666667,-8.3166667",285160109,,,"Acessos: Transportes Púb.; Centralidade: Centro da Cidade; Proximidade: Bancos, Centros Comerciais, Clínica, Escolas, Farmácia, Hospital, Jardins, Jardins Infância, Padaria, Supermercado; ",Ventilação Forçada; Quarto de Banho: Próprio; Fuga de Fumos: Chaminé Mecânica; ,,,,,,,,,Alarme: Pré-instalado; 
Apartamento 2 quartos,2,2,1,148,,,Venda,Apartamento,Novo,193.530 €,Braga,Braga,Braga (São Vítor),"41.6666667,-8.3166667",285160101,,,"Acessos: Bons; Centralidade: Periferia Cidade; Proximidade: Bancos, Centros Comerciais, Escolas, Farmácia, Serviços Públicos; ",Nº Frentes: 2; ,Companhia; ,"Aluminio, Dupla; Estores: PVC; ",Cilindro Eléctrico; Aquecimento Central: Completo; Ar Condicionado: Pré-Instalação; ,,"Equipamento: Gás Canalizado, TV Cabo, Video-Porteiro; ","Água, Eletricidade, Luz, Portão Automático; Local: Cave; ",Panorâmicas; ,,
Apartamento 3 quartos,3,2,1,170,,Cert.Energ.: C,Venda,Apartamento,Novo,Sob Consulta,Braga,Braga,Braga (São Vítor),"41.6666667,-8.3166667",285160097,,,"Acessos: Bons; Centralidade: Periferia Cidade; Proximidade: Bancos, Centros Comerciais, Escolas, Farmácia, Serviços Públicos; ",Nº Frentes: 2; ,Companhia; ,"Aluminio, Dupla; Estores: PVC; ",Cilindro Eléctrico; Aquecimento Central: Completo; Ar Condicionado: Pré-Instalação; ,,"Equipamento: Gás Canalizado, TV Cabo, Video-Porteiro; ","Água, Eletricidade, Luz, Portão Automático; Local: Cave; ",Panorâmicas; ,,
Apartamento 4 quartos,4,3,1,188,,Cert.Energ.: C,Venda,Apartamento,Novo,282.900 €,Braga,Braga,Braga (São Vítor),"41.6666667,-8.3166667",285160095,,,"Acessos: Bons; Centralidade: Periferia Cidade; Proximidade: Bancos, Centros Comerciais, Escolas, Farmácia, Serviços Públicos; ",Nº Frentes: 2; ,Companhia; ,"Aluminio, Dupla; Estores: PVC; ",Cilindro Eléctrico; Aquecimento Central: Completo; Ar Condicionado: Pré-Instalação; ,,"Equipamento: Gás Canalizado, TV Cabo, Video-Porteiro; ","Água, Eletricidade, Luz, Portão Automático; Local: Cave; ",Panorâmicas; ,,
Loja,,,,190,,,Venda,Loja,Usado,114.300 €,Braga,Braga,Braga (São Vítor),"41.6666667,-8.3166667",285160072,,,,,,,,,,,,,
Lote Industrial,,,,,1265,,Venda,Lote Industrial,N/D,260.000 €,Braga,Braga,Sequeira,"41.5338323935,-8.4712314605",260160149,,Industrial; ,,,,,,,,,,,
Prédio,,,,340,170,,Venda,Prédio,Novo,49.000 €,Braga,Braga,"Merelim (São Paio), Panoias e Parada de Tibães","41.5858325,-8.460306",260160144,,,,,,,,,,,,,
Lote,,,,,252,,Venda,Lote,N/D,37.500 €,Braga,Braga,Merelim (São Pedro) e Frossos,"41.5808788,-8.4536477",260160139,,,,,,,,,,,,,
Lote,,,,,187,,Venda,Lote,N/D,42.500 €,Braga,Braga,Merelim (São Pedro) e Frossos,"41.5808788,-8.4536477",260160126,Concluídas; ,Residencial; ,Acessos: Calçada; Centralidade: Periferia Cidade; ,,,,,,,,,,
Lote,,,,,415,,Venda,Lote,N/D,57.500 €,Braga,Braga,Merelim (São Pedro) e Frossos,"41.5808788,-8.4536477",260160125,Concluídas; ,,"Acessos: Alcatrão, Calçada; Centralidade: Periferia Cidade; ",,,,,,,,,,
Moradia Geminada 4 quartos,4,4,4,204,187,,Venda,Moradia Geminada,Novo,Sob Consulta,Braga,Braga,Merelim (São Pedro) e Frossos,"41.5808788,-8.4536477",260160124,,,"Acessos: Bons, Transportes Púb.; Centralidade: Periferia Cidade; Proximidade: Bancos, Bombeiros, Centros Comerciais, Clínica, Escolas, Farmácia, Hospital, Jardins, Jardins Infância, Padaria, Polícia, Serviços Públicos, Supermercado; ","Cave, Nº Frentes: 2; Nº Pisos: 3; ",Companhia; ,"Aluminio, Dupla, Vidro Duplo; Estores: Alumínio, Eléctricos, Térmicos; ",Aquecimento Central: Pré-Instalação; ,"Estores Eléctricos, Gás Canalizado; Aspiração Central: Pré-Instalação; ","Tipo empreendimento: Habitação; Isolamento: Acústico, Térmico; Revestimento Exterior: Granito, Pintado, Vidro (painéis); Pavimento: Granito; Paredes: Granito, Madeira; Tecto: Falso Pladur, Focos; Equipamento: Gás Canalizado; ","Água, Área (m2): 100, Casa de Banho, Eletricidade, Luz, Portão Automático; Local: Cave; ",Panorâmicas; ,"Nascente, Poente; ",
Apartamento 2 quartos,2,1,1,71,,Cert.Energ.: F,Venda,Apartamento,Usado,Sob Consulta,Braga,Braga,"Braga (Maximinos, Sé e Cividade)","41.5429275,-8.4376151",260160121,,,"Proximidade: Bancos, Bombeiros, Centros Comerciais, Clínica, Escolas, Farmácia, Ginásio, Jardins Infância, Padaria, Polícia, Serviços Públicos, Supermercado; ",Nº Frentes: 1; Nº Pisos: 4; ,,,Aquecimento Central: Completo; ,,,Local: Cave; ,,Nascente; ,
Loja,,1,,150,,Cert.Energ.: C,Venda,Loja,Usado,130.000 €,Braga,Braga,Braga (São Vítor),"41.6666667,-8.3166667",285160063,,,,,,,,,,,,,
Terreno,,,,,4080,,Venda,Terreno,N/D,Sob Consulta,Braga,Braga,Priscos,"41.4953996081,-8.474407196",260160098,A Efectuar; ,,Acessos: Alcatrão; Centralidade: Periferia Cidade; ,,,,,,,,,,
Terreno Para Construção,,,,,1161,,Venda,Terreno Para Construção,N/D,199.000 €,Braga,Braga,Ferreiros e Gondizalves,"41.5308233,-8.4414286",260160081,A Efectuar; ,Residencial; ,Acessos: Alcatrão; Centralidade: Periferia Cidade; ,,,,,,,,,,
Loja,,,,480,,,"Venda, Arrendamento",Loja,Novo,750.000 €,Braga,Braga,Braga (São José de São Lázaro e São João do Souto),"41.5487267,-8.4214409",285160051,,,"Acessos: Transportes Púb.; Centralidade: Centro da Cidade; Proximidade: Bancos, Centros Comerciais, Clínica, Escolas, Farmácia, Ginásio, Hospital, Padaria, Serviços Públicos, Supermercado; ","Quarto de Banho: Próprio; Garagem: Individual, Nº Lugares: 2; ",,,,,,,,,
Lote Industrial,,,,,3315,,Venda,Lote Industrial,N/D,180.000 €,Braga,Braga,Sobreposta,"41.5551598069,-8.3395671844",285160036,,,,,,,,,,,,,
Lote Industrial,,,,,3315,,Venda,Lote Industrial,N/D,180.000 €,Braga,Braga,Sobreposta,"41.5551598069,-8.3395671844",285160035,,,,,,,,,,,,,
Lote Industrial,,,,,6500,,Venda,Lote Industrial,N/D,350.000 €,Braga,Braga,Sobreposta,"41.5551598069,-8.3395671844",285160034,,,,,,,,,,,,,
Prédio,,,,100,80,,Venda,Prédio,Usado,Sob Consulta,Braga,Braga,"Braga (Maximinos, Sé e Cividade)","41.5429275,-8.4376151",260160044,,,"Acessos: Bons, Comboio, Transportes Púb.; Proximidade: Bancos, Bombeiros, Centros Comerciais, Clínica, Escolas, Farmácia, Ginásio, Hospital, Jardins Infância, Padaria, Polícia, Serviços Públicos, Supermercado; ",Nº Frentes: 2; Nº Pisos: 2; ,,,,,,,,"Nascente, Poente, Sul; ",
Apartamento 2 quartos,2,1,,94,,Cert.Energ.: C,Venda,Apartamento,Usado,Sob Consulta,Braga,Braga,"Braga (Maximinos, Sé e Cividade)","41.5429275,-8.4376151",260160042,,,"Acessos: Auto-Estrada, Comboio; Centralidade: Centro da Cidade; Proximidade: Bancos, Bombeiros, Centros Comerciais, Escolas, Farmácia, Jardins, Padaria, Polícia, Serviços Públicos, Supermercado; ",Nº Frentes: 2; Nº Pisos: 12; ,Companhia; ,Aluminio; Estores: Térmicos; ,,,Tipo empreendimento: Habitação; Revestimento Exterior: Pastilha; Pavimento: Mármore; Paredes: Tijoleira; Tecto: Falso Madeira; ,,,,
Lote Industrial,,,,,6070,,Venda,Lote Industrial,N/D,600.000 €,Braga,Braga,Adaúfe,"41.5846982111,-8.4027385711",285160030,A Efectuar; ,Industrial; ,Acessos: Alcatrão; ,,,,,,,,,,
Lote,,,,,281,,Venda,Lote,N/D,35.000 €,Braga,Braga,Ferreiros e Gondizalves,"41.5308233,-8.4414286",260160027,Concluídas; ,Reservado p/ Urbanização; ,Acessos: Alcatrão; Centralidade: Centro da Cidade; ,,,,,,,,,,
Terreno,,,,,,,Venda,Terreno,N/D,176.000 €,Braga,Braga,Espinho,"41.5464241267,-8.3612823486",285160022,,,,,,,,,,,,,
Lote,,,,,264,,Venda,Lote,N/D,45.000 €,Braga,Braga,Palmeira,"41.5833333,-8.4333333",260160020,,Residencial; ,Acessos: Alcatrão; Centralidade: Periferia Cidade; ,,,,,,,,,,
Loja,,,,152,,Cert.Energ.: E,Venda,Loja,N/D,109.000 €,Braga,Braga,Braga (São Vítor),"41.6666667,-8.3166667",285160019,,,,,,,,,,,,,
Lote,,,,343,264,,Venda,Lote,N/D,35.000 €,Braga,Braga,Palmeira,"41.5833333,-8.4333333",260150443,,,Acessos: Alcatrão; Centralidade: Periferia Cidade; ,,,,,,,,,,
Lote,,,,,,,Venda,Lote,N/D,Sob Consulta,Braga,Braga,Cabreiros e Passos (São Julião),"41.5418444,-8.4865966",260150441,Concluídas; ,,Acessos: Alcatrão; Centralidade: Periferia Cidade; ,,,,,,,,,,
Apartamento 2 quartos,2,2,1,87,,Cert.Energ.: B-,Venda,Apartamento,Usado,Sob Consulta,Braga,Braga,Ferreiros e Gondizalves,"41.5308233,-8.4414286",260150439,,,"Acessos: Auto-Estrada, Bons, Transportes Púb.; Centralidade: Periferia Cidade; Proximidade: Centros Comerciais, Escolas, Ginásio, Jardins, Padaria, Supermercado; ",Nº Frentes: 1; ,Companhia; ,Dupla; ,Aquecimento Central: Pré-Instalação; ,,Tipo empreendimento: Habitação; ,Área (m2): 20; Local: Cave; ,,,
Loteamento,,,,,,,Venda,Loteamento,N/D,96.000 €,Braga,Braga,"Merelim (São Paio), Panoias e Parada de Tibães","41.5858325,-8.460306",260150431,Concluídas; ,Residencial; ,"Acessos: Alcatrão, Calçada; Centralidade: Periferia Cidade; ",,,,,,,,,,
Loja,,2,8,200,260,Cert.Energ.: B,Venda,Loja,Usado,84.000 €,Braga,Braga,Merelim (São Pedro) e Frossos,"41.5808788,-8.4536477",260150425,,,"Acessos: Bons, Transportes Púb.; Centralidade: Periferia Cidade; Proximidade: Bancos, Centros Comerciais, Escolas, Farmácia, Ginásio, Jardins, Padaria, Serviços Públicos, Supermercado; ","Acesso a TIRs, Área (m2): 200; Área (m2): 17; Arrumos, Calhas Técnicas, Nº Divisões: 7; Nº Escritórios: 1; Show-room; Quarto de Banho: Comum, Próprio; Luz Natural: 100%; Ar Condicionado: Completo; Splits: Nº Splits: 4; Garagem: Individual, Nº Lugares: 8; ",,,,,,,,,Alarme: Completo; 
Moradia em Banda 4 quartos,4,3,4,186,182,Cert.Energ.: D,Venda,Moradia em Banda,Novo,195.000 €,Braga,Braga,Merelim (São Pedro) e Frossos,"41.5808788,-8.4536477",260150388,,,,"Cave, Nº Frentes: 2; Nº Pisos: 3; ",Companhia; ,"Aluminio, Dupla; Estores: Eléctricos; ",Aquecimento Central: Pré-Instalação; ,Estores Eléctricos; Alarme: Pré-Instalação; Aspiração Central: Pré-Instalação; ,"Tipo empreendimento: Habitação; Isolamento: Acústico, Térmico; Revestimento Exterior: Pintado; Pavimento: Granito; Paredes: Pintadas; Tecto: Estucado; ","Água, Área (m2): 70, Eletricidade, Luz, Portão Automático; Local: Cave; ","Campo, Panorâmicas, Pastagens; ","Nascente, Poente; ",
Terreno,,,,,6800,,Venda,Terreno,N/D,20.400 €,Braga,Braga,Mire de Tibães,"41.5665272697,-8.4793853759",260150372,,,,,,,,,,,,,
Lote,,,,,5000,,Venda,Lote,N/D,61.500 €,Braga,Braga,"Merelim (São Paio), Panoias e Parada de Tibães","41.5858325,-8.460306",260150371,A Efectuar; ,Residencial; ,"Acessos: Alcatrão, Calçada; Centralidade: Periferia Cidade; ",,,,,,,,,,
Apartamento 3 quartos,3,2,2,117,,Cert.Energ.: D,Venda,Apartamento,Usado,Sob Consulta,Braga,Braga,Palmeira,"41.5833333,-8.4333333",260150366,,,"Acessos: Auto-Estrada, Bons, Transportes Púb.; Centralidade: Periferia Cidade; Proximidade: Bancos, Centros Comerciais, Clínica, Escolas, Jardins, Jardins Infância, Padaria, Supermercado; ",Nº Frentes: 1; ,,"Vidro Duplo; Estores: Eléctricos, PVC; ",,,,"Eletricidade, Luz; ","Campo, Jardins, Panorâmicas, Rio; ",,
Apartamento 3 quartos,3,2,2,99,,Cert.Energ.: C,Venda,Apartamento,Usado,103.000 €,Braga,Braga,Palmeira,"41.5833333,-8.4333333",260150365,,,"Acessos: Auto-Estrada, Bons, Transportes Púb.; Centralidade: Periferia Cidade; Proximidade: Escolas, Farmácia, Jardins, Jardins Infância, Padaria; ",Nº Frentes: 2; ,Companhia; ,"Aluminio, Vidro Duplo; ",Aquecimento Central: Pré-Instalação; ,,"Tipo empreendimento: Habitação, Lojas; Revestimento Exterior: Tijolinho; Pavimento: Tijoleira; Paredes: Pintadas; Tecto: Estucado; Equipamento: Gás Canalizado; ",Área (m2): 26; Local: Cave; ,Panorâmicas; ,"Nascente, Sul; ",
Lote,,,,,182,,Venda,Lote,N/D,38.000 €,Braga,Braga,"Real, Dume e Semelhe","41.5581653,-8.4448032",260150355,Concluídas; ,Reservado p/ Urbanização; ,Centralidade: Periferia Cidade; ,,,,,,,,,,
Lote,,,,,182,,Venda,Lote,N/D,38.000 €,Braga,Braga,"Real, Dume e Semelhe","41.5581653,-8.4448032",260150354,Concluídas; ,Reservado p/ Urbanização; ,Centralidade: Periferia Cidade; ,,,,,,,,,,
Terreno Rústico,,,,,7900,,Venda,Terreno Rústico,N/D,220.000 €,Braga,Braga,Palmeira,"41.5833333,-8.4333333",260150353,A Efectuar; ,"Agrícola, Florestal; ",Acessos: Alcatrão; Centralidade: Distante Cidade; ,,,,,,,,,,
Apartamento 2 quartos,2,1,1,30,,,Venda,Apartamento,Usado,Sob Consulta,Braga,Braga,"Braga (Maximinos, Sé e Cividade)","41.5429275,-8.4376151",260150311,,,"Acessos: Auto-Estrada, Comboio, Transportes Púb.; Centralidade: Centro da Cidade; Proximidade: Bancos, Bombeiros, Centros Comerciais, Clínica, Escolas, Farmácia, Hospital, Jardins, Jardins Infância, Padaria, Polícia, Serviços Públicos, Supermercado; ",Nº Frentes: 1; Nº Pisos: 6; ,Companhia; ,PVC; Estores: PVC; ,Esquentador; ,,"Tipo empreendimento: Habitação; Isolamento: Térmico; Revestimento Exterior: Pedra Natural, Tijolinho; Pavimento: Pedra Natural, Tijoleira; Paredes: Pintadas; Tecto: Estucado; ",,"Campo, Panorâmicas; ",Norte; ,
Lote,,,,,562,,Venda,Lote,N/D,65.000 €,Braga,Braga,"Real, Dume e Semelhe","41.5581653,-8.4448032",260150304,A Efectuar; ,Residencial; ,Acessos: Alcatrão; Centralidade: Periferia Cidade; ,,,,,,,,,,
Apartamento 2 quartos,2,1,,68,,,Venda,Apartamento,Usado,Sob Consulta,Braga,Braga,"Braga (Maximinos, Sé e Cividade)","41.5429275,-8.4376151",260150270,,,,,,,,,,,,,
Terreno,,,,,3000,,Venda,Terreno,N/D,30.000 €,Braga,Braga,"Braga (Maximinos, Sé e Cividade)","41.5429275,-8.4376151",260150263,,,,,,,,,,,,,
Apartamento 1 quarto,1,1,,42,,Cert.Energ.: C,Venda,Apartamento,Usado,Sob Consulta,Braga,Braga,Ferreiros e Gondizalves,"41.5308233,-8.4414286",260150256,,,"Acessos: Auto-Estrada, Bons; Centralidade: Periferia Cidade; ",Nº Frentes: 1; ,Companhia; ,Aluminio; ,,,,,,,
Lote,,,,,276,,Venda,Lote,N/D,60.000 €,Braga,Braga,Palmeira,"41.5833333,-8.4333333",260150248,Concluídas; ,"Reservado p/ Urbanização, Residencial; ",Acessos: Alcatrão; Centralidade: Periferia Cidade; ,,,,,,,,,,
Lote,,,,,,,Venda,Lote,N/D,50.000 €,Braga,Braga,Palmeira,"41.5833333,-8.4333333",260150247,Concluídas; ,"Reservado p/ Urbanização, Residencial; ",Acessos: Alcatrão; Centralidade: Periferia Cidade; ,,,,,,,,,,
