Nome,Id,Tipo de imóvel,Preço,Preço m/2,Distrito,Concelho,Freguesia,Rua,Tipologia,Nº Casas de Banho,Área útil m/2,Área bruta m/2,Ano construção,Certificado energético,Armário,Cozinha equipada,Garagem box,Gás canalizado,Lareira,Marquise,Suite,Varanda,Vista de cidade,Condição,Despensa,Arrecadação,Porta blindada,Video Porteiro,Empreendimento,Ar condicionado,Elevador,Estores elétricos,Fibra ótica,Pré-instalação de ar condicionado,Terraço,Área de terreno m/2,Churrasco,Árvores de fruto,Sotão,Cave,Jardim,Aquecimento central,Caldeira,Acessibilidade a pessoas com mobilidade condicionada,Box 2 carros,Detetor de gás,Painéis solares,Recuperação de calor,Vista de campo/serra,Box 1 carro,Portaria,Estacionamento,Piso radiante,Som ambiente,Aspiração central,Finalidade,Tipo de terreno,Acesso pavimentado,Asfaltado,Iluminação pública,Zona arborizada,Declive,Ruína,Alarme,Furo de água,Domótica,Casa das máquinas,Condomínio Fechado,Parque infantil,Piscina,Piscina Privada,Termoacumulador,Garagem exterior,Mobilado,Hidromassagem/jacuzzi,Quintal/horta,Ginásio,Kitchenette,Vigilância/segurança,Campo de ténis,Segurança 24 horas,Vedação,Parqueamento (1 carro),Ligação a rede de água,Ligação a rede de saneamento,Ligação a rede elétrica,Animais permitidos,Parqueamento (2 carros),Cofre,Vista de rio,Nº divisões,Tipo,Pisos,Com WC,Montra,Anexo habitacional,Detetor de incêndio,Detetor de Inundução,Vista de cidade,Área (m/2),Vista de mar,Jacuzzi,Património classificado,Adaptada a mobilidade reduzida,Com cozinha,Imóvel de banca,Vista de lago,Fossa séptica,Licensa de construção,Acesso a veículos pesados,Área administrativa,Copa,Recepção,Refeitório,Sala de reuniões,Área florestal,Hidromassagem,Percurso de água,Armazém,Vista de Serra,Adaptado a mobilidade reduzida,Terra batida,Video vigilância,Espaço frigorífico,Espaço para arrumação,Casa de banho partilhada,Poço,Sótão,Paisagem protegida
Apartamento - T2 - Fraião - Braga,15102526,,178 000 ,1 712 ,Braga (distrito),Braga,"Nogueira, Fraião e Lamaçães",,T2,3,104 m²,122 m²,2020,,,True,True,True,,,True,True,True,,,,True,True,,True,,,True,,True,,True,,,,,,,,,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T3 - Fraião - Braga,15102521,,238 000 ,1 583 ,Braga (distrito),Braga,"Nogueira, Fraião e Lamaçães",,T3,3,"150,30 m²",170 m²,2020,A+,True,True,True,True,,,True,True,True,Em construção,,,True,True,,True,True,,True,,,,True,,,,,,,,,,True,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"luxo, bom jesus, braga, nogueiró, T4, suite, panorâmicas, exclusivo",15101627,,372 500 ,1 125 ,Braga (distrito),Braga,Nogueiró e Tenões,,T4,,331 m²,,2020,A,,,True,True,True,,,,,Novo,,,,True,,,True,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento T3 em Real, com elevador e garagem. Boas áreas",15094455,,115 000 ,885 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,T3,,130 m²,,2000,D,True,,True,,True,,True,True,True,Usado,True,,,,,,True,,True,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento T3 em Ferreiros, Urbanização Europa",15091428,,119 000 ,881 ,Braga (distrito),Braga,Ferreiros e Gondizalves,,T3,2,135 m²,145 m²,,D,,,True,,True,,True,,True,Usado,True,,,True,,,True,,True,,,,,,,,True,,,,,,,,True,,,True,,,,,,,,,,,,,,,,,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia de Gaveto T4 em Braga,15080055,,360 000 ,628 ,Braga (distrito),Braga,"Celeirós, Aveleda e Vimieiro",,T4,3,573 m²,,2019,A,,,True,,,,,,,Em construção,,,,,não,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento T3, Novo Braga",15080052,,205 000 ,1 541 ,Braga (distrito),Braga,"Braga (Maximinos, Sé e Cividade)",,T3,,133 m²,,2019,A,,,,,,,,,,Em construção,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fantastico T3 a 5 minutos do Centro HIstórico de Braga!,15080004,,185 000 ,1 623 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,T3,3,114 m²,,2019,A+,,,True,,,,,,,Em construção,,,,,não,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T1 de Charme centro histórico edifico totalmente recuperado !,15073090,,140 000 ,1 944 ,Braga (distrito),Braga,São Vicente,,T1,1,72 m²,83 m²,2020,A,True,True,,True,,,True,True,True,Em construção,True,True,True,True,,True,True,,True,,,,,,,,,True,True,True,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vende-se Apartamento T3 S. Vicente,15071609,,119 500 ,1 149 ,Braga (distrito),Braga,São Vicente,Rua António Marinho - São Vicente,T3,2,104 m²,104 m²,1990,,,,,True,,,,,True,Usado,,,,True,não,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Terreno para construção com 476m2 em Frossos, Braga",15064161,,66 150 ,139 ,Braga (distrito),Braga,Merelim (São Pedro) e Frossos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Urbano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento - T3 - Zona Nobre de Real - Braga,15045090,,175 000 ,1 458 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,T3,3,120 m²,140 m²,2021,A+,,,True,,,,True,,True,Em construção,,,,True,,True,,,,,,,True,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venda Prédio de Habitação de Tipologia T2 no Centro da Cidade,15031417,,270 000 ,1 324 ,Braga (distrito),Braga,São Vicente,,,,204 m²,,,,,,,True,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia em Banda T3 em Braga,15028150,,240 000 ,842 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,T3,2,285 m²,,2019,Isento,,,True,,,,,,,Novo,,,,,não,,,,,,,,,,,,True,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia de Gaveto T3 em Braga,15028140,,280 000 ,982 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,T3,2,285 m²,,2019,Isento,,,,,,,,,,Novo,,,,,não,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Venda Apartamento T3 em Maximinos, Braga",15024898,,149 000 ,1 242 ,Braga (distrito),Braga,"Celeirós, Aveleda e Vimieiro",,T3,,120 m²,,2006,,,,True,True,True,,,,,,,,,True,não,,,,,,,,,,,,,True,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T2+1 em Braga,15020219,,127 500 ,1 028 ,Braga (distrito),Braga,"Braga (Maximinos, Sé e Cividade)",,T2,,124 m²,124 m²,1990,C,,,,,,,,,,Usado,,,,,,,True,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Venda Moradia Individual T4+1 em Palmeira, Braga",15017167,,229 000 ,694 ,Braga (distrito),Braga,Palmeira,,T4,,330 m²,,1994,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Terreno com 670m2 em Merelim S. Paio , Braga",15004401,,65 000 ,97 ,Braga (distrito),Braga,"Merelim (São Paio), Panoias e Parada de Tibães",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Urbanizável,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moradia T3 Nova, em Frossos.",14991357,,215 000 ,796 ,Braga (distrito),Braga,Merelim (São Pedro) e Frossos,,T3,3,270 m²,270 m²,,,True,,True,,True,,True,True,,Novo,,,,,,,,,,True,True,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T4 Braga,14978993,,276 000 ,1 725 ,Braga (distrito),Braga,"Nogueira, Fraião e Lamaçães",,T4,3,160 m²,,2018,A+,,,True,,,,,,,Em construção,,,,,,,True,,,,,,,,,,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia em banda em zona tranquila,14957550,,210 000 ,788 ,Braga (distrito),Braga,Merelim (São Pedro) e Frossos,,T4,1,"266,60 m²","266,60 m²",2010,,,,True,True,,,True,True,,Novo,,,,,não,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia T4 em banda para venda. Zona calma e excelentes á...,14957541,,195 000 ,729 ,Braga (distrito),Braga,Merelim (São Pedro) e Frossos,,T4,1,"267,42 m²","267,42 m²",2010,D,,,True,True,,,,,,Novo,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moradia NOVA, de gaveto em fase de acabamentos...",14947997,,240 000 ,1 263 ,Braga (distrito),Braga,"Merelim (São Paio), Panoias e Parada de Tibães",,T3,3,190 m²,,2019,,True,,True,True,,,True,True,,Em construção,True,,,True,,,,,,True,,,True,,,True,,,,,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento T2+1 no centro, ao lado da Sé",14926610,,245 000 ,1 960 ,Braga (distrito),Braga,"Braga (Maximinos, Sé e Cividade)",,T2,2,125 m²,137 m²,,,,,,,,,,,,Novo,,,,True,não,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T2 em Lomar.,14924955,,93 500 ,1 100 ,Braga (distrito),Braga,Lomar e Arcos,,T2,1,85 m²,85 m²,,,,,,,,,,True,,Usado,True,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T4 em fraiao,14917988,,305 000 ,1 564 ,Braga (distrito),Braga,"Nogueira, Fraião e Lamaçães",,T4,2,195 m²,,2018,Isento,,,True,,,,,,,Em construção,,,,,,True,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T4 em fraiao,14917974,,330 000 ,1 692 ,Braga (distrito),Braga,"Nogueira, Fraião e Lamaçães",,T4,2,195 m²,,2018,Isento,,,True,,,,,,,Em construção,,,,,,True,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T4 em fraiao,14917973,,310 000 ,1 590 ,Braga (distrito),Braga,"Nogueira, Fraião e Lamaçães",,T4,2,195 m²,,2018,Isento,,,True,,,,,,,Em construção,,,,,,True,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vende-se Apartamento T3  - Gulbenkian - S. Vitor,14897317,,91 000 ,758 ,Braga (distrito),Braga,São Victor,Rua Orfeão de Braga - São Victor,T3,2,120 m²,120 m²,1984,B-,,,,True,,,,True,True,Usado,True,,,,não,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Café Snack bar Restaurante no largo da Senhora-a-Branca, Braga",14896035,,77 500 ,596 ,Braga (distrito),Braga,São Victor,,,,,,,Isento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vende-se T4 - Renovado - Braga - Estação,14893970,,147 500 ,1 171 ,Braga (distrito),Braga,"Braga (Maximinos, Sé e Cividade)",,T4,2,126 m²,146 m²,,,,,True,,,,True,,,Renovado,,,True,,,,True,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T4 em fraiao,14883322,,300 000 ,1 538 ,Braga (distrito),Braga,"Nogueira, Fraião e Lamaçães",,T4,2,195 m²,,2018,Isento,,,True,,,,,,,Em construção,,,,,,True,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T3 zona nobre,14855529,,230 000 ,1 917 ,Braga (distrito),Braga,"Nogueira, Fraião e Lamaçães",,T3,2,120 m²,130 m²,,A+,,,True,,,,,,,Usado,,,,,não,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venda Moradia Banda T3 - Palmeira,14839962,,215 000 ,744 ,Braga (distrito),Braga,Palmeira,,T3,,289 m²,,2009,,,,True,,True,,,,,,,,,,não,True,,,,,,,True,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia - T3 - Gualtar - Braga,14827641,,350 000 ,959 ,Braga (distrito),Braga,Gualtar,,T3,4 ou mais,"365,06 m²",,2020,A+,,,True,True,,,True,True,True,Em construção,True,,,True,,True,,,True,,,,True,,,True,True,True,,,,,True,,,,,True,,,,,,,,,,,,True,,,,,,,,,,,,,,,True,,,,,,,,True,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
Vende-se T3 Renovado - Braga-S.Vitor,14823336,,155 000 ,1 409 ,Braga (distrito),Braga,São Victor,,T3,2,110 m²,125 m²,,D,,,True,,,,True,True,,Renovado,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vende-se Loja - 2 Pisos -  c/ 180 m2 - Próximo do Centro,14821593,,99 000 ,550 ,Braga (distrito),Braga,São Victor,Rua Doutor Manuel Rodrigues de Abreu - São Victor,,,180 m²,180 m²,1975,,,,,,,,,,,Usado,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamentos T3,14788156,,,,Braga (distrito),Braga,Nogueiró e Tenões,,T3,3,152 m²,170 m²,,A,,,True,,,,True,True,,Novo,,True,,,não,True,True,,,,,,,,,,,True,,,,True,,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T3+1 com áreas amplas e perto do centro,14772701,,144 000 ,1 197 ,Braga (distrito),Braga,São Vicente,,T3,2,"120,30 m²",146 m²,,,,,,,True,,,,,Usado,,,,True,não,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moradia individual T3 em São Paio de Merelim, Braga",14771335,,150 000 ,1 579 ,Braga (distrito),Braga,"Merelim (São Paio), Panoias e Parada de Tibães",,T3,1,95 m²,95 m²,1973,D,,True,True,,,,,,,Usado,,,,,,,,,,,,,,,,,True,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vende-se T3 Novo - Braga/Centro,14723931,,200 000 ,1 770 ,Braga (distrito),Braga,Braga (São José de São Lázaro e São João do Souto),,T3,2,113 m²,"131,56 m²",,A,,,True,,,,True,,,Em construção,,,True,True,,,True,,,True,,,,,,,,,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terreno para Construção Industrial,14719412,,220 000 ,119 ,Braga (distrito),Braga,Merelim (São Pedro) e Frossos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Industrial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"luxo, piscina, dume, qualidade, braga, T4, rés do chão, fonte arcada",14702369,,425 000 ,1 417 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,T4,,300 m²,,2019,,,True,True,True,True,,,,,Novo,,,,True,,True,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Venda Moradia Gaveto T4+1 em Dume, Braga",14698430,,229 000 ,645 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,T4,,355 m²,,,,,,,,,,,True,,Usado,,,,,não,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Venda Apartamento T4 em Maximinos, Braga",14689628,,145 000 ,1 115 ,Braga (distrito),Braga,"Braga (Maximinos, Sé e Cividade)",,T4,,130 m²,,1987,D,,,True,True,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vende-se Moradia em Banda T4 com excelentes vistas em Nog...,14667360,,345 000 ,1 015 ,Braga (distrito),Braga,Nogueiró e Tenões,,T4,,340 m²,400 m²,2019,A,,,,,,,True,,,Novo,,,True,,não,True,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia Geminada T4 Venda Braga,14667255,,290 000 ,967 ,Braga (distrito),Braga,"Nogueira, Fraião e Lamaçães",,T4,3,300 m²,,1994,,,,,True,,,True,,,Usado,,,,,não,True,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APARTAMENTO COM TERRAÇO - MAXIMINOS - BRAGA,14601664,,180 000 ,1 241 ,Braga (distrito),Braga,"Braga (Maximinos, Sé e Cividade)",,T3,2,145 m²,145 m²,,,,,True,,,,True,,True,,,,,,não,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia Individual Gaveto - T3 - Vimieiro,14568991,,295 000 ,1 087 ,Braga (distrito),Braga,"Celeirós, Aveleda e Vimieiro",,T3,3,"271,40 m²",,2021,A+,,,True,,,,True,True,,Em construção,,,,,,True,,,,,True,,,,,,True,,,,,,True,True,,,,,,,,,,,,,,,,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prédio no Centro Histórico de Braga com projecto aprovado,14558923,,350 000 ,745 ,Braga (distrito),Braga,"Braga (Maximinos, Sé e Cividade)",,,,470 m²,,,,,,,,,,,,True,Para recuperar,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia Individual - T4 - Dume,14552164,,425 000 ,1 771 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,T4,4 ou mais,240 m²,,,A+,,True,True,,,,True,,,Em construção,,,,True,,True,,,,,,,,,,,True,,,,,,,True,,,,,,,,,,,,,,,,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vende-se Apartamento T3 em Braga, S. Vitor",14466169,,137 000 ,1 096 ,Braga (distrito),Braga,São Victor,,T3,2,125 m²,130 m²,,C,,,True,,,,True,True,,Usado,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Terreno para construção de moradia individual em Parada de Tibães, Braga",14438224,,81 500 ,102 ,Braga (distrito),Braga,"Merelim (São Paio), Panoias e Parada de Tibães",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Urbano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T3 à cidade de Braga,14429437,,197 500 ,1 317 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,T3,2,150 m²,150 m²,,,,,True,,,,True,True,,Em construção,,,,,não,True,,,,,,,,,,,,True,,,,,,,,,,,,True,True,,,,,,,,,,,,,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lote de Terreno para construção c/440 m2 na Morreira, Braga",14425768,,50 000 ,114 ,Braga (distrito),Braga,Morreira e Trandeiras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lote de Terreno Construção de Moradia Individual em Sta. Lucrécia de Algeriz,14425585,,59 500 ,77 ,Braga (distrito),Braga,Santa Lucrécia de Algeriz e Navarra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Urbano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Terreno com 15 ha junto à nascente do rio Este em Pousada,Braga",14425270,,299 000 ,2 ,Braga (distrito),Braga,Crespos e Pousada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Loja em Maximinos, Braga !!!",14423305,,245 000 ,1 361 ,Braga (distrito),Braga,"Braga (Maximinos, Sé e Cividade)",,,,180 m²,180 m²,1993,B-,,,,,,,,,,Renovado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TERRENO RÚSTICO PARA VENDA - CUNHA - BRAGA,14421550,,81 000 ,11 ,Braga (distrito),Braga,Arentim e Cunha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rústico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Terreno com 1200m2 em Crespos, Braga.",14419618,,54 900 ,46 ,Braga (distrito),Braga,Crespos e Pousada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Urbano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T3 S. Vitor,14356396,,169 800 ,1 187 ,Braga (distrito),Braga,São Victor,,T3,2,143 m²,170 m²,2000,,,True,,,,,True,True,,,,,,,,,True,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
