Nome,Id,Tipo de imóvel,Preço,Preço m/2,Distrito,Concelho,Freguesia,Rua,Tipologia,Nº Casas de Banho,Área útil m/2,Área bruta m/2,Ano construção,Certificado energético,Armário,Cozinha equipada,Garagem box,Gás canalizado,Lareira,Marquise,Suite,Varanda,Vista de cidade,Condição,Despensa,Arrecadação,Porta blindada,Video Porteiro,Empreendimento,Ar condicionado,Elevador,Estores elétricos,Fibra ótica,Pré-instalação de ar condicionado,Terraço,Área de terreno m/2,Churrasco,Árvores de fruto,Sotão,Cave,Jardim,Aquecimento central,Caldeira,Acessibilidade a pessoas com mobilidade condicionada,Box 2 carros,Detetor de gás,Painéis solares,Recuperação de calor,Vista de campo/serra,Box 1 carro,Portaria,Estacionamento,Piso radiante,Som ambiente,Aspiração central,Finalidade,Tipo de terreno,Acesso pavimentado,Asfaltado,Iluminação pública,Zona arborizada,Declive,Ruína,Alarme,Furo de água,Domótica,Casa das máquinas,Condomínio Fechado,Parque infantil,Piscina,Piscina Privada,Termoacumulador,Garagem exterior,Mobilado,Hidromassagem/jacuzzi,Quintal/horta,Ginásio,Kitchenette,Vigilância/segurança,Campo de ténis,Segurança 24 horas,Vedação,Parqueamento (1 carro),Ligação a rede de água,Ligação a rede de saneamento,Ligação a rede elétrica,Animais permitidos,Parqueamento (2 carros),Cofre,Vista de rio,Nº divisões,Tipo,Pisos,Com WC,Montra,Anexo habitacional,Detetor de incêndio,Detetor de Inundução,Vista de cidade,Área (m/2),Vista de mar,Jacuzzi,Património classificado,Adaptada a mobilidade reduzida,Com cozinha,Imóvel de banca,Vista de lago,Fossa séptica,Licensa de construção,Acesso a veículos pesados,Área administrativa,Copa,Recepção,Refeitório,Sala de reuniões,Área florestal,Hidromassagem,Percurso de água,Armazém,Vista de Serra,Adaptado a mobilidade reduzida,Terra batida,Video vigilância,Espaço frigorífico,Espaço para arrumação,Casa de banho partilhada,Poço,Sótão,Paisagem protegida
Moradia T3 Para Construção Distrito Braga,4315962,,109 000 ,565 ,Braga (distrito),Braga,"Nogueira, Fraião e Lamaçães",,T3,,193 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia T3 Para Construção Distrito Braga,4315964,,104 500 ,577 ,Braga (distrito),Braga,Gualtar,,T3,,181 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento T3 Venda em Nogueira, Fraião e Lamaçães,Braga",15371407,,135 000 ,1 038 ,Braga (distrito),Braga,"Nogueira, Fraião e Lamaçães",,T3,,130 m²,,,C,,,,,,,,,,Usado,,,,,não,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento remodelado,15370949,,142 000 ,1 495 ,Braga (distrito),Braga,"Braga (Maximinos, Sé e Cividade)",,T3,2,95 m²,,,,,,,,,,,,,Renovado,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento T4 Venda em Braga (Maximinos, Sé e Cividade),Braga",15363769,,87 500 ,625 ,Braga (distrito),Braga,"Braga (Maximinos, Sé e Cividade)",,T4,,140 m²,,,C,,,,,,,,,,Usado,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
casas v3 térrea /arq moderna/luxo/vista para o rio/qualidade /acessos,15356710,,335 000 ,1 218 ,Braga (distrito),Braga,Palmeira,,T3,3,275 m²,,,A+,,,,,,,,,,Em construção,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOJA/CAFÉ - S. VITOR,15347678,,135 000 ,1 174 ,Braga (distrito),Braga,São Victor,,,,115 m²,,1995,,,,,,,,,,,,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia Banda T3,15324781,,245 000 ,778 ,Braga (distrito),Braga,Merelim (São Pedro) e Frossos,,T3,3,315 m²,315 m²,,,,,,,,,True,,,,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia gaveto T3,15324780,,278 000 ,883 ,Braga (distrito),Braga,Merelim (São Pedro) e Frossos,,T3,3,315 m²,315 m²,,,,,,,,,True,,,,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loja para venda Avenida da Liberdade Braga,15308634,,190 000 ,1 105 ,Braga (distrito),Braga,Braga (São José de São Lázaro e São João do Souto),,,,172 m²,172 m²,,,,,,,,,,,,,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Últimos T3 em Gualtar c/ Cozinha Equipada e Ar Condicionado,15253513,,202 000 ,1 374 ,Braga (distrito),Braga,Gualtar,,T3,,147 m²,,2020,A+,,,,,,,,,,,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalé do Século XIX em Palmeira,15280155,,360 000 ,1 029 ,Braga (distrito),Braga,Palmeira,,T5,,350 m²,,,F,,,,,,,,,,,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia T3 nova em Dume,15230071,,215 000 ,731 ,Braga (distrito),Braga,Merelim (São Pedro) e Frossos,,T3,,294 m²,,,,,,,,,,,,,Novo,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento T4 Venda em Braga (São Vicente),Braga",15254956,,320 000 ,1 730 ,Braga (distrito),Braga,São Vicente,,T4,,185 m²,,,D,,,,,,,,,,Usado,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moradia T5 Venda em Nogueira, Fraião e Lamaçães,Braga",15254953,,215 000 ,500 ,Braga (distrito),Braga,"Nogueira, Fraião e Lamaçães",,T5,,430 m²,430 m²,,F,,,,,,,,,,Usado,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"T3 DUPLEX Remodelado junto à Sé de Braga, Centro Histórico",15253478,,245 000 ,2 227 ,Braga (distrito),Braga,"Braga (Maximinos, Sé e Cividade)",,T3,,110 m²,,,C,,,,,,,,,,,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia Térrea com Piscina - Palmeira,15246847,,,,Braga (distrito),Braga,Palmeira,,T3,,250 m²,,2020,Isento,,,,,,,,,,,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moradia Isolada T3 Venda em Nogueiró e Tenões,Braga",15234868,,355 000 ,1 168 ,Braga (distrito),Braga,Nogueiró e Tenões,,T3,,304 m²,304 m²,,,,,,,,,,,,Novo,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradias individuais T4 novas em Dume,15230074,,300 000 ,1 000 ,Braga (distrito),Braga,Merelim (São Pedro) e Frossos,,T4,,300 m²,,,,,,,,,,,,,Novo,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moradia Isolada T5 Venda em Merelim (São Pedro) e Frossos,Braga",15228309,,780 000 ,1 950 ,Braga (distrito),Braga,Merelim (São Pedro) e Frossos,,T5,,400 m²,400 m²,,,,,,,,,,,,Usado,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moradia Isolada T3 Venda em Braga (Maximinos, Sé e Cividade),Braga",15228269,,400 000 ,1 250 ,Braga (distrito),Braga,"Braga (Maximinos, Sé e Cividade)",,T3,,320 m²,320 m²,,,,,,,,,,,,Novo,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moradia Isolada  Venda em Adaúfe,Braga",15228205,,210 000 ,840 ,Braga (distrito),Braga,Adaúfe,,T5,,250 m²,250 m²,1986,,,,,,,,,,,Usado,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T2 totalmente remodelado em S. Vítor,15201499,,140 000 ,1 750 ,Braga (distrito),Braga,São Victor,,T2,,80 m²,,,B-,,,,,,,,,,Renovado,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia T3 renovada em S. Mamede,15201490,,277 000 ,1 385 ,Braga (distrito),Braga,Este (São Pedro e São Mamede),,T3,,200 m²,,,C,,,,,,,,,,Renovado,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T2+1 em S. Vitor,15201481,,110 000 ,880 ,Braga (distrito),Braga,São Victor,,T2,,125 m²,,,D,,,,,,,,,,Usado,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradias novas em banda em Lamaçães,15201470,,290 000 ,967 ,Braga (distrito),Braga,"Nogueira, Fraião e Lamaçães",,T3,,300 m²,,,A+,,,,,,,,,,Novo,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T3 novo em Gualtar,15201462,,185 000 ,1 423 ,Braga (distrito),Braga,Gualtar,,T3,,130 m²,,,A,,,,,,,,,,Novo,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T3 em Real,15201457,,112 500 ,865 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,T3,,130 m²,,,,,,,,,,,,,Usado,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T3 em Real,15201416,,240 000 ,1 371 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,T3,,175 m²,,,A+,,,,,,,,,,Usado,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andar moradia T4 no centro da cidade,15201405,,220 000 ,1 222 ,Braga (distrito),Braga,Braga (São José de São Lázaro e São João do Souto),,T4,,180 m²,,,D,,,,,,,,,,Usado,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia T4 individual em Palmeira,15201399,,239 900 ,750 ,Braga (distrito),Braga,Palmeira,,T4,,320 m²,,,D,,,,,,,,,,Renovado,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moradias em banda , novas, em Palmeira",15201347,,205 000 ,697 ,Braga (distrito),Braga,Palmeira,,T4,,294 m²,,,,,,,,,,,,,Novo,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moradia T5, Individual, De Luxo, no Vimieiro, em Braga",15201319,,390 000 ,867 ,Braga (distrito),Braga,"Celeirós, Aveleda e Vimieiro",,T5,,450 m²,450 m²,,A,,,,,,,,,,Usado,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamentos T2 , Novos, de Luxo",15201311,,150 000 ,1 250 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,T2,,120 m²,,,,,,,,,,,,,Novo,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento T3, Novos, de Luxo",15201308,,165 000 ,1 031 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,T3,,160 m²,,,,,,,,,,,,,Novo,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APARTAMENTO T4 - EMPREENDIMENTO FRAIÃO,15158518,,300 000 ,1 538 ,Braga (distrito),Braga,"Nogueira, Fraião e Lamaçães",,T4,3,195 m²,195 m²,,,,,,,,,True,,,,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento T2 Venda em Nogueira, Fraião e Lamaçães,Braga",15105817,,178 000 ,1 459 ,Braga (distrito),Braga,"Nogueira, Fraião e Lamaçães",,T0,,122 m²,122 m²,,,,,,,,,,,,Em construção,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Quinta  Venda em Real, Dume e Semelhe,Braga",15105814,,285 000 ,1 319 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,,,216 m²,1 448 m²,,,,,,,,,,,,Usado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento T3 Venda em Nogueira, Fraião e Lamaçães,Braga",15105813,,226 570 ,1 390 ,Braga (distrito),Braga,"Nogueira, Fraião e Lamaçães",,T0,1,163 m²,163 m²,,,,,,,,,,,,Em construção,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moradia T3 NOVA em Tebosa, Braga",14998996,,195 000 ,1 219 ,Braga (distrito),Braga,Tebosa,,T3,3,160 m²,219 m²,2019,A,,,True,True,,,True,True,,Em construção,True,True,,,,,,,,True,,,,,,True,,,,,,,True,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moradia T5 Venda em Nogueiró e Tenões,Braga",14968897,,1 500 000 ,1 015 ,Braga (distrito),Braga,Nogueiró e Tenões,,T5,,1 478 m²,,,,,,,,,,,,,Em construção,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Loja  Venda em Braga (São Vítor),Braga",14968894,,145 000 ,1 394 ,Braga (distrito),Braga,São Victor,,,,104 m²,,,,,,,,,,,,,Usado,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento T3 Venda em Braga (São Vítor),Braga",14968846,,215 000 ,43 000 ,Braga (distrito),Braga,São Victor,,T3,,5 m²,5 m²,,,,,,,,,,,,Novo,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moradia T5 Venda em Real, Dume e Semelhe,Braga",14968843,,325 000 ,2 027 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,T8,,"160,30 m²",,,C,,,,,,,,,,Usado,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loja para Restauração ou Serviços - Centro de Braga,14848897,,250 000 ,2 976 ,Braga (distrito),Braga,São Victor,,,,84 m²,,1997,B-,,,,,,,,,,,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia Nova V3 em gaveto - Lomar,14848771,,275 000 ,850 ,Braga (distrito),Braga,"Braga (Maximinos, Sé e Cividade)",,T3,,"323,70 m²",,,A,,,,,,,,,,,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia em Banda V4 - Braga,14848770,,195 000 ,750 ,Braga (distrito),Braga,"Braga (Maximinos, Sé e Cividade)",,T4,,260 m²,,,B,,,,,,,,,,,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vende-se Apartamento T3, Ferreiros Braga",14814092,,115 000 ,943 ,Braga (distrito),Braga,Ferreiros e Gondizalves,,T3,2,122 m²,122 m²,,,,,,,,,,,,Usado,,,,,não,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento centro de Braga,14691130,,275 000 ,1 647 ,Braga (distrito),Braga,"Braga (Maximinos, Sé e Cividade)",,T3,2,167 m²,,,,,,,,,,,,,,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vende-se Prédio Braga - 3 Habitações,14674686,,295 000 ,1 603 ,Braga (distrito),Braga,Lomar e Arcos,,,,184 m²,184 m²,2019,,,,,,,,,,,Renovado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Andar Moradia T2 Venda em Braga (São Vicente),Braga",14617642,,138 000 ,767 ,Braga (distrito),Braga,São Vicente,,T2,,180 m²,,,,,,,,,,,,,Usado,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T0 - CENTRO HISTÓRICO,14614276,,90 000 ,1 500 ,Braga (distrito),Braga,Braga (São José de São Lázaro e São João do Souto),,T0,,60 m²,,1983,Isento,,,,,,,,,,Usado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia geminada V4,14570269,,195 000 ,668 ,Braga (distrito),Braga,Merelim (São Pedro) e Frossos,,T4,3,292 m²,,1996,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Loja  Venda em Tadim,Braga",14464345,,105 000 ,309 ,Braga (distrito),Braga,Tadim,,,,340 m²,,,,,,,,,,,,,Usado,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T2 Novo,13944076,,155 800 ,1 267 ,Braga (distrito),Braga,"Braga (Maximinos, Sé e Cividade)",,T2,,123 m²,,2019,A,,,,,,,,,,Em construção,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T3 Novo,13944085,,182 900 ,1 158 ,Braga (distrito),Braga,"Braga (Maximinos, Sé e Cividade)",,T3,,158 m²,,2019,A,,,,,,,,,,Em construção,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quinta T6 ou Superior para Venda em Braga,12133054,,2 000 000 ,5 556 ,Braga (distrito),Braga,"Nogueira, Fraião e Lamaçães",,,,,360 m²,,,,,,,,,,,,Usado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Quinta, para venda, Braga - Adaufe",8672617,,445 000 ,17 ,Braga (distrito),Braga,Adaúfe,,,,26 361 m²,26 361 m²,,,,,,,,,,,,Para recuperar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venda Moradia,6701406,,325 000 ,994 ,Braga (distrito),Braga,"Nogueira, Fraião e Lamaçães",,T0,,327 m²,,,Isento,,,,,,,,,,Novo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quinta para restauro,15377559,,75 000 ,46 ,Braga (distrito),Braga,Espinho,,,,,,1937,,,,,,,,,,,Para recuperar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terreno em Esporões para moradia em banda,15376927,,35 000 ,183 ,Braga (distrito),Braga,Esporões,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Restaurante p/ Trespasse - Dume,15367836,,53 000 ,442 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,,,,,1988,,,,,,,,,,,Usado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,Restaurante,,True,,,,,,120 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia T4,15366088,,223 000 ,1 138 ,Braga (distrito),Braga,Palmeira,,T4,,196 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T3 Venda em Braga (São José de São Lázaro e São João do So,15363370,,105 000 ,840 ,Braga (distrito),Braga,Braga (São José de São Lázaro e São João do Souto),,T3,,125 m²,130 m²,,,,True,,,,,,,,Renovado,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salão Estética - São João do Souto,15356459,,12 000 ,200 ,Braga (distrito),Braga,Braga (São José de São Lázaro e São João do Souto),,,,,,,Isento,,,,,,,,,,Usado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Loja,,True,,,,,,60 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T2 - São Vicente,15354044,,250 000 ,3 125 ,Braga (distrito),Braga,São Victor,,T2,1,80 m²,,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
